Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Tot Deaths/1M pop
UAE,1264.0,240.0,9.0,1.0,108.0,1147.0,2.0,128.0,0.9
Algeria,1171.0,185.0,105.0,19.0,62.0,1004.0,0.0,27.0,2.0
Singapore,1114.0,65.0,5.0,1.0,282.0,827.0,24.0,190.0,0.9
Croatia,1079.0,68.0,8.0,1.0,92.0,979.0,39.0,263.0,2.0
Qatar,1075.0,126.0,3.0,0.0,93.0,979.0,37.0,373.0,1.0
Ukraine,1072.0,175.0,27.0,5.0,22.0,1023.0,16.0,25.0,0.6
Egypt,985.0,120.0,66.0,8.0,216.0,703.0,0.0,10.0,0.6
Estonia,961.0,103.0,12.0,1.0,48.0,901.0,16.0,724.0,9.0
Slovenia,934.0,37.0,20.0,3.0,70.0,844.0,31.0,449.0,10.0
New Zealand,868.0,71.0,1.0,0.0,103.0,764.0,2.0,180.0,0.2
Hong Kong,845.0,43.0,4.0,0.0,173.0,668.0,8.0,113.0,0.5
Iraq,820.0,48.0,54.0,0.0,226.0,540.0,0.0,20.0,1.0
Morocco,791.0,83.0,48.0,4.0,57.0,686.0,1.0,21.0,1.0
Armenia,736.0,73.0,7.0,0.0,43.0,686.0,30.0,248.0,2.0
Diamond Princess,712.0,0.0,11.0,0.0,619.0,82.0,10.0,0.0,0.0
Lithuania,696.0,47.0,9.0,0.0,7.0,680.0,11.0,256.0,3.0
Bahrain,672.0,29.0,4.0,0.0,382.0,286.0,3.0,395.0,2.0
Hungary,623.0,38.0,26.0,5.0,43.0,554.0,17.0,64.0,3.0
Moldova,591.0,86.0,8.0,2.0,26.0,557.0,65.0,147.0,2.0
Bosnia and Herzegovina,579.0,46.0,17.0,1.0,27.0,535.0,4.0,176.0,5.0
Cameroon,509.0,203.0,8.0,1.0,17.0,484.0,0.0,19.0,0.3
Lebanon,508.0,14.0,17.0,1.0,50.0,441.0,26.0,74.0,2.0
Tunisia,495.0,40.0,18.0,4.0,5.0,472.0,30.0,42.0,2.0
Latvia,493.0,35.0,1.0,1.0,1.0,491.0,3.0,261.0,0.5
Bulgaria,485.0,28.0,14.0,4.0,30.0,441.0,18.0,70.0,2.0
Kazakhstan,464.0,29.0,6.0,3.0,29.0,429.0,6.0,25.0,0.3
Slovakia,450.0,24.0,1.0,0.0,10.0,439.0,3.0,82.0,0.2
Azerbaijan,443.0,43.0,5.0,0.0,32.0,406.0,7.0,44.0,0.5
Andorra,439.0,11.0,16.0,1.0,16.0,407.0,12.0,5682.0,207.0
North Macedonia,430.0,46.0,12.0,1.0,20.0,398.0,8.0,206.0,6.0
Kuwait,417.0,75.0,0.0,0.0,82.0,335.0,16.0,98.0,0.0
Costa Rica,416.0,20.0,2.0,0.0,11.0,403.0,13.0,82.0,0.4
Cyprus,396.0,40.0,11.0,1.0,28.0,357.0,11.0,328.0,9.0
Uruguay,369.0,19.0,4.0,0.0,68.0,297.0,13.0,106.0,1.0
Belarus,351.0,47.0,4.0,0.0,53.0,294.0,11.0,37.0,0.4
Taiwan,348.0,9.0,5.0,0.0,50.0,293.0,0.0,15.0,0.2
Réunion,321.0,13.0,0.0,0.0,40.0,281.0,3.0,359.0,0.0
Jordan,310.0,11.0,5.0,0.0,58.0,247.0,5.0,30.0,0.5
Albania,304.0,27.0,17.0,1.0,89.0,198.0,7.0,106.0,6.0
Burkina Faso,302.0,14.0,16.0,0.0,50.0,236.0,0.0,14.0,0.8
Afghanistan,281.0,8.0,6.0,0.0,10.0,265.0,0.0,7.0,0.2
Cuba,269.0,36.0,6.0,0.0,15.0,248.0,8.0,24.0,0.5
Oman,252.0,21.0,1.0,0.0,57.0,194.0,3.0,49.0,0.2
San Marino,245.0,0.0,30.0,0.0,21.0,194.0,15.0,7221.0,884.0
Vietnam,237.0,4.0,0.0,0.0,85.0,152.0,3.0,2.0,0.0
Channel Islands,232.0,39.0,4.0,1.0,13.0,215.0,0.0,1334.0,23.0
Uzbekistan,227.0,22.0,2.0,0.0,25.0,200.0,8.0,7.0,0.06
Honduras,222.0,3.0,15.0,1.0,3.0,204.0,10.0,22.0,2.0
Ivory Coast,218.0,24.0,1.0,0.0,19.0,198.0,0.0,8.0,0.04
Nigeria,210.0,26.0,4.0,2.0,25.0,181.0,0.0,1.0,0.02
Senegal,207.0,12.0,1.0,0.0,66.0,140.0,1.0,12.0,0.06
Ghana,205.0,1.0,5.0,0.0,31.0,169.0,2.0,7.0,0.2
Malta,202.0,6.0,0.0,0.0,2.0,200.0,2.0,457.0,0.0
Palestine,194.0,33.0,1.0,0.0,21.0,172.0,0.0,38.0,0.2
Mauritius,186.0,17.0,7.0,0.0,0.0,179.0,1.0,146.0,6.0
Faeroe Islands,179.0,2.0,0.0,0.0,91.0,88.0,1.0,3663.0,0.0
Montenegro,174.0,30.0,2.0,0.0,1.0,171.0,4.0,277.0,3.0
Sri Lanka,159.0,8.0,4.0,0.0,24.0,131.0,5.0,7.0,0.2
Georgia,155.0,21.0,0.0,0.0,28.0,127.0,6.0,39.0,0.0
Venezuela,146.0,0.0,5.0,0.0,43.0,98.0,6.0,5.0,0.2
Martinique,143.0,5.0,3.0,0.0,27.0,113.0,18.0,381.0,8.0
DRC,134.0,0.0,13.0,0.0,3.0,118.0,0.0,1.0,0.1
Brunei ,134.0,1.0,1.0,0.0,65.0,68.0,3.0,306.0,2.0
Bolivia,132.0,9.0,9.0,1.0,1.0,122.0,3.0,11.0,0.8
Guadeloupe,130.0,2.0,7.0,1.0,24.0,99.0,14.0,325.0,17.0
Kyrgyzstan,130.0,14.0,1.0,1.0,6.0,123.0,5.0,20.0,0.2
Mayotte,128.0,12.0,2.0,1.0,10.0,116.0,3.0,469.0,7.0
Kenya,122.0,12.0,4.0,1.0,4.0,114.0,2.0,2.0,0.07
Niger,120.0,22.0,5.0,0.0,0.0,115.0,0.0,5.0,0.2
Isle of Man,114.0,19.0,1.0,0.0,0.0,113.0,0.0,1341.0,12.0
Cambodia,114.0,4.0,0.0,0.0,35.0,79.0,1.0,7.0,0.0
Trinidad and Tobago,98.0,4.0,6.0,1.0,1.0,91.0,0.0,70.0,4.0
Gibraltar,95.0,7.0,0.0,0.0,46.0,49.0,0.0,2820.0,0.0
Paraguay,92.0,15.0,3.0,0.0,6.0,83.0,2.0,13.0,0.4
Rwanda,89.0,5.0,0.0,0.0,0.0,89.0,0.0,7.0,0.0
Liechtenstein,75.0,0.0,0.0,0.0,0.0,75.0,0.0,1967.0,0.0
Guinea,73.0,21.0,0.0,0.0,2.0,71.0,0.0,6.0,0.0
Madagascar,70.0,11.0,0.0,0.0,0.0,70.0,6.0,3.0,0.0
Monaco,64.0,4.0,1.0,0.0,3.0,60.0,2.0,1631.0,25.0
Aruba,62.0,2.0,0.0,0.0,1.0,61.0,0.0,581.0,0.0
Bangladesh,61.0,5.0,6.0,0.0,26.0,29.0,1.0,0.4,0.04
French Guiana,57.0,6.0,0.0,0.0,22.0,35.0,1.0,191.0,0.0
Barbados,51.0,5.0,0.0,0.0,0.0,51.0,0.0,177.0,0.0
Guatemala,50.0,3.0,1.0,0.0,12.0,37.0,1.0,3.0,0.06
Djibouti,49.0,9.0,0.0,0.0,8.0,41.0,0.0,50.0,0.0
Uganda,48.0,3.0,0.0,0.0,0.0,48.0,0.0,1.0,0.0
Jamaica,47.0,0.0,3.0,0.0,2.0,42.0,0.0,16.0,1.0
El Salvador,46.0,5.0,2.0,0.0,0.0,44.0,4.0,7.0,0.3
Macao,42.0,1.0,0.0,0.0,10.0,32.0,0.0,65.0,0.0
Togo,40.0,1.0,3.0,1.0,17.0,20.0,0.0,5.0,0.4
Mali,39.0,3.0,3.0,0.0,0.0,36.0,0.0,2.0,0.1
Zambia,39.0,0.0,1.0,0.0,2.0,36.0,0.0,2.0,0.05
French Polynesia,39.0,2.0,0.0,0.0,0.0,39.0,1.0,139.0,0.0
Bermuda,35.0,0.0,0.0,0.0,14.0,21.0,0.0,562.0,0.0
Ethiopia,35.0,6.0,0.0,0.0,3.0,32.0,2.0,0.3,0.0
Cayman Islands,28.0,0.0,1.0,0.0,0.0,27.0,0.0,426.0,15.0
Bahamas,24.0,0.0,1.0,0.0,1.0,22.0,1.0,61.0,3.0
Guyana,23.0,4.0,4.0,0.0,0.0,19.0,0.0,29.0,5.0
Sint Maarten,23.0,5.0,2.0,1.0,6.0,15.0,0.0,536.0,47.0
Congo,22.0,0.0,2.0,0.0,2.0,18.0,0.0,4.0,0.4
Saint Martin,22.0,0.0,1.0,0.0,2.0,19.0,0.0,569.0,26.0
Eritrea,22.0,0.0,0.0,0.0,0.0,22.0,0.0,6.0,0.0
Gabon,21.0,0.0,1.0,0.0,1.0,19.0,0.0,9.0,0.4
Myanmar,20.0,0.0,1.0,0.0,0.0,19.0,0.0,0.4,0.02
Tanzania,20.0,0.0,1.0,0.0,3.0,16.0,0.0,0.3,0.02
Maldives,19.0,0.0,0.0,0.0,13.0,6.0,0.0,35.0,0.0
Haiti,18.0,2.0,0.0,0.0,1.0,17.0,0.0,2.0,0.0
New Caledonia,18.0,0.0,0.0,0.0,1.0,17.0,0.0,63.0,0.0
Syria,16.0,0.0,2.0,0.0,0.0,14.0,0.0,0.9,0.1
Benin,16.0,3.0,0.0,0.0,2.0,14.0,0.0,1.0,0.0
Equatorial Guinea,16.0,1.0,0.0,0.0,1.0,15.0,0.0,11.0,0.0
Guinea-Bissau,15.0,6.0,0.0,0.0,0.0,15.0,0.0,8.0,0.0
Mongolia,14.0,0.0,0.0,0.0,2.0,12.0,0.0,4.0,0.0
Namibia,14.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,0.0
Saint Lucia,13.0,0.0,0.0,0.0,1.0,12.0,0.0,71.0,0.0
Dominica,12.0,0.0,0.0,0.0,0.0,12.0,0.0,167.0,0.0
Grenada,12.0,2.0,0.0,0.0,0.0,12.0,2.0,107.0,0.0
Curaçao,11.0,0.0,1.0,0.0,3.0,7.0,0.0,67.0,6.0
Libya,11.0,0.0,1.0,0.0,0.0,10.0,0.0,2.0,0.1
Sudan,10.0,2.0,2.0,0.0,2.0,6.0,0.0,0.2,0.05
Suriname,10.0,0.0,1.0,1.0,0.0,9.0,0.0,17.0,2.0
Greenland,10.0,0.0,0.0,0.0,3.0,7.0,0.0,176.0,0.0
Laos,10.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0
Mozambique,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.3,0.0
Seychelles,10.0,0.0,0.0,0.0,0.0,10.0,0.0,102.0,0.0
MS Zaandam,9.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0
Zimbabwe,9.0,0.0,1.0,0.0,0.0,8.0,0.0,0.6,0.07
Antigua and Barbuda,9.0,0.0,0.0,0.0,0.0,9.0,0.0,92.0,0.0
Saint Kitts and Nevis,9.0,0.0,0.0,0.0,0.0,9.0,0.0,169.0,0.0
Eswatini,9.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,0.0
Angola,8.0,0.0,2.0,0.0,1.0,5.0,0.0,0.2,0.06
CAR,8.0,5.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0
Chad,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.5,0.0
Fiji,7.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0
Vatican City,7.0,0.0,0.0,0.0,0.0,7.0,0.0,8739.0,0.0
Liberia,7.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0
Somalia,7.0,2.0,0.0,0.0,1.0,6.0,0.0,0.4,0.0
Cabo Verde,6.0,0.0,1.0,0.0,0.0,5.0,0.0,11.0,2.0
Mauritania,6.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.2
Nepal,6.0,0.0,0.0,0.0,1.0,5.0,0.0,0.2,0.0
St. Barth,6.0,0.0,0.0,0.0,1.0,5.0,0.0,607.0,0.0
Nicaragua,5.0,0.0,1.0,0.0,0.0,4.0,0.0,0.8,0.2
Bhutan,5.0,0.0,0.0,0.0,2.0,3.0,0.0,6.0,0.0
Montserrat,5.0,0.0,0.0,0.0,0.0,5.0,0.0,1002.0,0.0
Turks and Caicos,5.0,0.0,0.0,0.0,0.0,5.0,0.0,129.0,0.0
Botswana,4.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.4
Gambia,4.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.4
Belize,4.0,1.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0
Anguilla,3.0,0.0,0.0,0.0,0.0,3.0,0.0,200.0,0.0
British Virgin Islands,3.0,0.0,0.0,0.0,0.0,3.0,0.0,99.0,0.0
Burundi,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.0
Malawi,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.0
St. Vincent Grenadines,3.0,1.0,0.0,0.0,1.0,2.0,0.0,27.0,0.0
Caribbean Netherlands,2.0,0.0,0.0,0.0,0.0,2.0,0.0,76.0,0.0
Sierra Leone,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.0
Falkland Islands,1.0,1.0,0.0,0.0,0.0,1.0,0.0,287.0,0.0
Papua New Guinea,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0
Timor-Leste,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0
China,81620.0,31.0,3322.0,4.0,76571.0,1727.0,379.0,57.0,2.0
