Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Tot Deaths/1M pop
Kyrgyzstan,111.0,4.0,0.0,0.0,3.0,108.0,3.0,17.0,0.0
DRC,109.0,11.0,9.0,1.0,3.0,97.0,0.0,1.0,0.1
Cambodia,109.0,0.0,0.0,0.0,25.0,84.0,1.0,7.0,0.0
Mayotte,94.0,0.0,1.0,0.0,10.0,83.0,3.0,345.0,4.0
Trinidad and Tobago,90.0,3.0,5.0,2.0,1.0,84.0,0.0,64.0,4.0
Rwanda,82.0,7.0,0.0,0.0,0.0,82.0,0.0,6.0,0.0
Kenya,81.0,22.0,1.0,0.0,3.0,77.0,2.0,2.0,0.02
Gibraltar,81.0,12.0,0.0,0.0,34.0,47.0,0.0,2404.0,0.0
Niger,74.0,40.0,5.0,2.0,0.0,69.0,0.0,3.0,0.2
Paraguay,69.0,4.0,3.0,0.0,1.0,65.0,4.0,10.0,0.4
Isle of Man,68.0,8.0,1.0,1.0,0.0,67.0,0.0,800.0,12.0
Liechtenstein,68.0,0.0,0.0,0.0,0.0,68.0,0.0,1783.0,0.0
Madagascar,57.0,0.0,0.0,0.0,0.0,57.0,6.0,2.0,0.0
Monaco,55.0,3.0,1.0,0.0,2.0,52.0,2.0,1402.0,25.0
Aruba,55.0,0.0,0.0,0.0,1.0,54.0,0.0,515.0,0.0
Bangladesh,54.0,3.0,6.0,1.0,25.0,23.0,1.0,0.3,0.04
French Guiana,51.0,0.0,0.0,0.0,15.0,36.0,0.0,171.0,0.0
Uganda,44.0,0.0,0.0,0.0,0.0,44.0,0.0,1.0,0.0
Macao,41.0,0.0,0.0,0.0,10.0,31.0,0.0,63.0,0.0
Guatemala,39.0,1.0,1.0,0.0,12.0,26.0,1.0,2.0,0.06
Jamaica,38.0,0.0,3.0,1.0,2.0,33.0,0.0,13.0,1.0
French Polynesia,37.0,0.0,0.0,0.0,0.0,37.0,1.0,132.0,0.0
Togo,36.0,2.0,2.0,1.0,10.0,24.0,0.0,4.0,0.2
Zambia,36.0,0.0,0.0,0.0,0.0,36.0,0.0,2.0,0.0
Barbados,34.0,0.0,0.0,0.0,0.0,34.0,0.0,118.0,0.0
Djibouti,33.0,3.0,0.0,0.0,0.0,33.0,0.0,33.0,0.0
El Salvador,32.0,0.0,1.0,0.0,0.0,31.0,4.0,5.0,0.2
Bermuda,32.0,0.0,0.0,0.0,10.0,22.0,0.0,514.0,0.0
Mali,31.0,3.0,3.0,1.0,0.0,28.0,0.0,2.0,0.1
Guinea,30.0,8.0,0.0,0.0,0.0,30.0,0.0,2.0,0.0
Ethiopia,29.0,3.0,0.0,0.0,2.0,27.0,2.0,0.3,0.0
Cayman Islands,22.0,8.0,1.0,0.0,0.0,21.0,0.0,335.0,15.0
Bahamas,21.0,7.0,1.0,1.0,1.0,19.0,0.0,53.0,3.0
Tanzania,20.0,1.0,1.0,0.0,1.0,18.0,0.0,0.3,0.02
Congo,19.0,0.0,0.0,0.0,0.0,19.0,0.0,3.0,0.0
Maldives,19.0,1.0,0.0,0.0,13.0,6.0,0.0,35.0,0.0
Gabon,18.0,2.0,1.0,0.0,0.0,17.0,0.0,8.0,0.4
Sint Maarten,16.0,10.0,1.0,1.0,6.0,9.0,0.0,373.0,23.0
Haiti,16.0,1.0,0.0,0.0,1.0,15.0,0.0,1.0,0.0
New Caledonia,16.0,0.0,0.0,0.0,0.0,16.0,0.0,56.0,0.0
Myanmar,15.0,0.0,1.0,0.0,0.0,14.0,0.0,0.3,0.02
Saint Martin,15.0,0.0,1.0,0.0,2.0,12.0,0.0,388.0,26.0
Equatorial Guinea,15.0,0.0,0.0,0.0,1.0,14.0,0.0,11.0,0.0
Eritrea,15.0,0.0,0.0,0.0,0.0,15.0,0.0,4.0,0.0
Mongolia,14.0,2.0,0.0,0.0,2.0,12.0,0.0,4.0,0.0
Namibia,14.0,3.0,0.0,0.0,2.0,12.0,0.0,6.0,0.0
Benin,13.0,4.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0
Saint Lucia,13.0,0.0,0.0,0.0,1.0,12.0,0.0,71.0,0.0
Guyana,12.0,0.0,2.0,0.0,0.0,10.0,0.0,15.0,3.0
Dominica,12.0,0.0,0.0,0.0,0.0,12.0,0.0,167.0,0.0
Curaçao,11.0,0.0,1.0,0.0,3.0,7.0,0.0,67.0,6.0
Syria,10.0,0.0,2.0,0.0,0.0,8.0,0.0,0.6,0.1
Greenland,10.0,0.0,0.0,0.0,2.0,8.0,0.0,176.0,0.0
Laos,10.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0
Libya,10.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0
Mozambique,10.0,2.0,0.0,0.0,0.0,10.0,0.0,0.3,0.0
Seychelles,10.0,0.0,0.0,0.0,0.0,10.0,0.0,102.0,0.0
Suriname,10.0,1.0,0.0,0.0,0.0,10.0,0.0,17.0,0.0
MS Zaandam,9.0,7.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0
Grenada,9.0,0.0,0.0,0.0,0.0,9.0,0.0,80.0,0.0
Eswatini,9.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,0.0
Zimbabwe,8.0,0.0,1.0,0.0,0.0,7.0,0.0,0.5,0.07
Guinea-Bissau,8.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0
Saint Kitts and Nevis,8.0,0.0,0.0,0.0,0.0,8.0,0.0,150.0,0.0
Angola,7.0,0.0,2.0,0.0,1.0,4.0,0.0,0.2,0.06
Sudan,7.0,0.0,2.0,0.0,2.0,3.0,0.0,0.2,0.05
Antigua and Barbuda,7.0,0.0,0.0,0.0,0.0,7.0,0.0,71.0,0.0
Chad,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.4,0.0
Cabo Verde,6.0,0.0,1.0,0.0,0.0,5.0,0.0,11.0,2.0
Mauritania,6.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.2
Vatican City,6.0,0.0,0.0,0.0,0.0,6.0,0.0,7491.0,0.0
Liberia,6.0,3.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0
St. Barth,6.0,0.0,0.0,0.0,1.0,5.0,0.0,607.0,0.0
Turks and Caicos,6.0,1.0,0.0,0.0,0.0,6.0,0.0,155.0,0.0
Nicaragua,5.0,0.0,1.0,0.0,0.0,4.0,0.0,0.8,0.2
Nepal,5.0,0.0,0.0,0.0,1.0,4.0,0.0,0.2,0.0
Fiji,5.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0
Montserrat,5.0,0.0,0.0,0.0,0.0,5.0,0.0,1002.0,0.0
Somalia,5.0,0.0,0.0,0.0,1.0,4.0,0.0,0.3,0.0
Botswana,4.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.4
Gambia,4.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.4
Bhutan,4.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0
Belize,3.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0
British Virgin Islands,3.0,0.0,0.0,0.0,0.0,3.0,0.0,99.0,0.0
CAR,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.0
Anguilla,2.0,0.0,0.0,0.0,0.0,2.0,0.0,133.0,0.0
Burundi,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.0
Caribbean Netherlands,2.0,2.0,0.0,0.0,0.0,2.0,0.0,76.0,0.0
Sierra Leone,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.0
Papua New Guinea,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0
St. Vincent Grenadines,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0
Timor-Leste,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0
China,81554.0,36.0,3312.0,7.0,76238.0,2004.0,466.0,57.0,2.0
