Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Tot Deaths/1M pop,Total Tests,Tests/1M pop
Poland,5205.0,357.0,159.0,30.0,222.0,4824.0,160.0,138.0,4.0,99284.0,2623.0
Romania,4761.0,344.0,220.0,23.0,528.0,4013.0,162.0,247.0,11.0,47207.0,2454.0
Ecuador,4450.0,455.0,242.0,22.0,140.0,4068.0,146.0,252.0,14.0,14406.0,817.0
Peru,4342.0,1388.0,121.0,14.0,1333.0,2888.0,113.0,132.0,4.0,39599.0,1201.0
Pakistan,4263.0,228.0,61.0,4.0,467.0,3735.0,25.0,19.0,0.3,42159.0,191.0
Japan,4257.0,0.0,93.0,0.0,622.0,3542.0,80.0,34.0,0.7,55311.0,437.0
Malaysia,4119.0,156.0,65.0,2.0,1487.0,2567.0,76.0,127.0,2.0,58240.0,1799.0
Philippines,3870.0,106.0,182.0,5.0,96.0,3592.0,1.0,35.0,2.0,24500.0,224.0
Saudi Arabia,3122.0,327.0,41.0,0.0,631.0,2450.0,41.0,90.0,1.0,0.0,0.0
Luxembourg,3034.0,64.0,46.0,2.0,500.0,2488.0,34.0,4847.0,73.0,26573.0,42450.0
Indonesia,2956.0,218.0,240.0,19.0,222.0,2494.0,0.0,11.0,0.9,14354.0,52.0
Mexico,2785.0,346.0,141.0,16.0,633.0,2011.0,89.0,22.0,1.0,25410.0,197.0
Serbia,2666.0,219.0,65.0,4.0,118.0,2483.0,112.0,305.0,7.0,10761.0,1232.0
UAE,2659.0,300.0,12.0,0.0,239.0,2408.0,1.0,269.0,1.0,593095.0,59967.0
Finland,2487.0,179.0,40.0,6.0,300.0,2147.0,82.0,449.0,7.0,36500.0,6588.0
Thailand,2369.0,111.0,30.0,3.0,888.0,1451.0,61.0,34.0,0.4,71860.0,1030.0
Panama,2249.0,149.0,59.0,4.0,16.0,2174.0,91.0,521.0,14.0,10297.0,2386.0
Qatar,2210.0,153.0,6.0,0.0,178.0,2026.0,37.0,767.0,2.0,41818.0,14515.0
Dominican Republic,2111.0,155.0,108.0,10.0,50.0,1953.0,147.0,195.0,10.0,4542.0,419.0
Colombia,2054.0,274.0,54.0,4.0,123.0,1877.0,76.0,40.0,1.0,33575.0,660.0
Greece,1884.0,52.0,83.0,2.0,269.0,1532.0,84.0,181.0,8.0,32528.0,3121.0
South Africa,1845.0,96.0,18.0,5.0,95.0,1732.0,7.0,31.0,0.3,63776.0,1075.0
Argentina,1715.0,0.0,63.0,3.0,358.0,1294.0,96.0,38.0,1.0,13330.0,295.0
Ukraine,1668.0,206.0,52.0,7.0,35.0,1581.0,33.0,38.0,1.0,7205.0,165.0
Singapore,1623.0,142.0,6.0,0.0,406.0,1211.0,29.0,277.0,1.0,65000.0,11110.0
Iceland,1616.0,30.0,6.0,0.0,633.0,977.0,13.0,4736.0,18.0,30947.0,90689.0
Algeria,1572.0,104.0,205.0,12.0,237.0,1130.0,46.0,36.0,5.0,3359.0,77.0
Egypt,1560.0,110.0,103.0,9.0,305.0,1152.0,0.0,15.0,1.0,25000.0,244.0
Croatia,1343.0,61.0,19.0,1.0,179.0,1145.0,36.0,327.0,5.0,13125.0,3197.0
Morocco,1275.0,91.0,93.0,3.0,97.0,1085.0,1.0,35.0,3.0,5752.0,156.0
New Zealand,1210.0,50.0,1.0,0.0,282.0,927.0,4.0,251.0,0.2,46875.0,9721.0
Iraq,1202.0,80.0,69.0,4.0,452.0,681.0,0.0,30.0,2.0,28414.0,706.0
Estonia,1185.0,36.0,24.0,3.0,72.0,1089.0,11.0,893.0,18.0,24813.0,18705.0
Moldova,1174.0,118.0,27.0,5.0,40.0,1107.0,80.0,291.0,7.0,5108.0,1266.0
Slovenia,1091.0,32.0,40.0,4.0,120.0,931.0,35.0,525.0,19.0,30669.0,14752.0
Belarus,1066.0,205.0,13.0,0.0,77.0,976.0,33.0,113.0,1.0,46000.0,4868.0
Hong Kong,961.0,25.0,4.0,0.0,264.0,693.0,14.0,128.0,0.5,96709.0,12900.0
Lithuania,912.0,32.0,15.0,0.0,8.0,889.0,21.0,335.0,6.0,30108.0,11060.0
Hungary,895.0,78.0,58.0,11.0,94.0,743.0,17.0,93.0,6.0,25748.0,2665.0
Armenia,881.0,28.0,9.0,1.0,114.0,758.0,30.0,297.0,3.0,5452.0,1840.0
Kuwait,855.0,112.0,1.0,0.0,111.0,743.0,21.0,200.0,0.2,0.0,0.0
Bahrain,823.0,12.0,5.0,0.0,477.0,341.0,3.0,484.0,3.0,52351.0,30766.0
Azerbaijan,822.0,105.0,8.0,0.0,63.0,751.0,23.0,81.0,0.8,53300.0,5257.0
Bosnia and Herzegovina,804.0,40.0,34.0,1.0,79.0,691.0,4.0,245.0,10.0,6911.0,2106.0
Cameroon,730.0,45.0,10.0,1.0,60.0,660.0,0.0,27.0,0.4,0.0,0.0
Kazakhstan,727.0,30.0,7.0,1.0,54.0,666.0,21.0,39.0,0.4,56775.0,3024.0
Diamond Princess,712.0,0.0,11.0,0.0,619.0,82.0,10.0,0.0,0.0,0.0,0.0
Slovakia,682.0,101.0,2.0,0.0,16.0,664.0,3.0,125.0,0.4,19681.0,3605.0
Tunisia,628.0,5.0,24.0,1.0,25.0,579.0,67.0,53.0,2.0,8878.0,751.0
North Macedonia,617.0,18.0,29.0,3.0,35.0,553.0,15.0,296.0,14.0,6230.0,2990.0
Bulgaria,593.0,16.0,24.0,1.0,42.0,527.0,27.0,85.0,3.0,15899.0,2288.0
Latvia,577.0,29.0,2.0,0.0,16.0,559.0,5.0,306.0,1.0,24036.0,12743.0
Lebanon,576.0,28.0,19.0,0.0,62.0,495.0,29.0,84.0,3.0,10808.0,1583.0
Andorra,564.0,19.0,23.0,1.0,52.0,489.0,17.0,7300.0,298.0,1673.0,21653.0
Uzbekistan,545.0,25.0,3.0,1.0,30.0,512.0,8.0,16.0,0.09,0.0,0.0
Cyprus,526.0,32.0,9.0,0.0,52.0,465.0,13.0,436.0,7.0,14273.0,11822.0
Costa Rica,502.0,19.0,3.0,1.0,29.0,470.0,15.0,99.0,0.6,6035.0,1185.0
Cuba,457.0,61.0,12.0,1.0,27.0,418.0,15.0,40.0,1.0,9410.0,831.0
Afghanistan,444.0,21.0,14.0,0.0,29.0,401.0,0.0,11.0,0.4,0.0,0.0
Uruguay,424.0,0.0,7.0,0.0,150.0,267.0,14.0,122.0,2.0,5727.0,1649.0
Oman,419.0,48.0,2.0,0.0,72.0,345.0,3.0,82.0,0.4,0.0,0.0
Burkina Faso,414.0,30.0,23.0,4.0,134.0,257.0,0.0,20.0,1.0,0.0,0.0
Albania,400.0,17.0,22.0,0.0,154.0,224.0,7.0,139.0,8.0,2989.0,1039.0
Ivory Coast,384.0,35.0,3.0,0.0,48.0,333.0,0.0,15.0,0.1,0.0,0.0
Taiwan,379.0,3.0,5.0,0.0,67.0,307.0,0.0,16.0,0.2,40702.0,1709.0
Jordan,358.0,5.0,6.0,0.0,150.0,202.0,5.0,35.0,0.6,17000.0,1666.0
Réunion,358.0,0.0,0.0,0.0,40.0,318.0,4.0,400.0,0.0,0.0,0.0
Channel Islands,351.0,16.0,8.0,1.0,38.0,305.0,0.0,2019.0,46.0,1157.0,6655.0
Niger,342.0,64.0,11.0,0.0,28.0,303.0,0.0,14.0,0.5,4199.0,173.0
Ghana,313.0,26.0,6.0,1.0,34.0,273.0,2.0,10.0,0.2,0.0,0.0
Honduras,312.0,7.0,22.0,0.0,6.0,284.0,10.0,32.0,2.0,0.0,0.0
Malta,299.0,6.0,1.0,1.0,16.0,282.0,4.0,677.0,2.0,12731.0,28833.0
San Marino,279.0,0.0,34.0,0.0,40.0,205.0,14.0,8223.0,1002.0,586.0,17270.0
Nigeria,276.0,22.0,6.0,0.0,44.0,226.0,2.0,1.0,0.03,5000.0,24.0
Mauritius,273.0,5.0,7.0,0.0,19.0,247.0,3.0,215.0,6.0,4913.0,3863.0
Kyrgyzstan,270.0,42.0,4.0,0.0,33.0,233.0,5.0,41.0,0.6,9618.0,1474.0
Palestine,263.0,2.0,1.0,0.0,44.0,218.0,0.0,52.0,0.2,15450.0,3029.0
Vietnam,251.0,0.0,0.0,0.0,126.0,125.0,8.0,3.0,0.0,110124.0,1131.0
Montenegro,248.0,7.0,2.0,0.0,4.0,242.0,7.0,395.0,3.0,2329.0,3708.0
Senegal,244.0,7.0,2.0,0.0,113.0,129.0,1.0,15.0,0.1,0.0,0.0
Bangladesh,218.0,54.0,20.0,3.0,33.0,165.0,1.0,1.0,0.1,5164.0,31.0
Georgia,211.0,15.0,3.0,0.0,50.0,158.0,6.0,53.0,0.8,3271.0,820.0
Bolivia,210.0,16.0,15.0,1.0,2.0,193.0,3.0,18.0,1.0,591.0,51.0
Sri Lanka,189.0,4.0,7.0,1.0,44.0,138.0,5.0,9.0,0.3,3248.0,152.0
Faeroe Islands,184.0,0.0,0.0,0.0,131.0,53.0,1.0,3766.0,0.0,5153.0,105458.0
DRC,180.0,0.0,18.0,0.0,9.0,153.0,0.0,2.0,0.2,0.0,0.0
Kenya,179.0,7.0,6.0,0.0,9.0,164.0,2.0,3.0,0.1,4973.0,92.0
Mayotte,171.0,0.0,2.0,0.0,22.0,147.0,3.0,627.0,7.0,1100.0,4032.0
Venezuela,166.0,0.0,7.0,0.0,65.0,94.0,6.0,6.0,0.2,1779.0,63.0
Guinea,164.0,20.0,0.0,0.0,5.0,159.0,0.0,12.0,0.0,0.0,0.0
Isle of Man,158.0,8.0,1.0,0.0,82.0,75.0,7.0,1858.0,12.0,1824.0,21450.0
Martinique,154.0,2.0,6.0,2.0,50.0,98.0,19.0,410.0,16.0,0.0,0.0
Guadeloupe,141.0,2.0,8.0,1.0,43.0,90.0,13.0,352.0,20.0,0.0,0.0
Brunei ,135.0,0.0,1.0,0.0,91.0,43.0,3.0,309.0,2.0,8845.0,20218.0
Djibouti,135.0,45.0,0.0,0.0,25.0,110.0,0.0,137.0,0.0,3106.0,3144.0
Gibraltar,120.0,7.0,0.0,0.0,60.0,60.0,0.0,3562.0,0.0,1481.0,43958.0
Paraguay,119.0,4.0,5.0,0.0,15.0,99.0,1.0,17.0,0.7,2039.0,286.0
Cambodia,117.0,2.0,0.0,0.0,63.0,54.0,1.0,7.0,0.0,5768.0,345.0
Rwanda,110.0,5.0,0.0,0.0,7.0,103.0,0.0,8.0,0.0,806.0,62.0
Trinidad and Tobago,107.0,0.0,8.0,0.0,1.0,98.0,0.0,76.0,6.0,878.0,627.0
El Salvador,93.0,15.0,5.0,1.0,9.0,79.0,2.0,14.0,0.8,0.0,0.0
Madagascar,93.0,5.0,0.0,0.0,11.0,82.0,1.0,3.0,0.0,0.0,0.0
Guatemala,87.0,10.0,3.0,0.0,17.0,67.0,3.0,5.0,0.2,1134.0,63.0
Monaco,81.0,2.0,1.0,0.0,4.0,76.0,4.0,2064.0,25.0,0.0,0.0
Liechtenstein,78.0,0.0,1.0,0.0,55.0,22.0,0.0,2046.0,26.0,900.0,23605.0
Aruba,77.0,3.0,0.0,0.0,14.0,63.0,0.0,721.0,0.0,990.0,9273.0
French Guiana,77.0,0.0,0.0,0.0,34.0,43.0,1.0,258.0,0.0,0.0,0.0
Togo,70.0,5.0,3.0,0.0,23.0,44.0,0.0,8.0,0.4,1747.0,211.0
Jamaica,63.0,0.0,4.0,1.0,10.0,49.0,0.0,21.0,1.0,540.0,182.0
Barbados,63.0,0.0,3.0,0.0,8.0,52.0,4.0,219.0,10.0,655.0,2279.0
Mali,59.0,3.0,7.0,2.0,16.0,36.0,0.0,3.0,0.3,0.0,0.0
Ethiopia,55.0,3.0,2.0,0.0,4.0,49.0,1.0,0.5,0.02,2496.0,22.0
Uganda,53.0,1.0,0.0,0.0,0.0,53.0,0.0,1.0,0.0,3310.0,72.0
French Polynesia,51.0,4.0,0.0,0.0,0.0,51.0,0.0,182.0,0.0,744.0,2649.0
Congo,45.0,0.0,5.0,0.0,2.0,38.0,0.0,8.0,0.9,0.0,0.0
Cayman Islands,45.0,0.0,1.0,0.0,6.0,38.0,0.0,685.0,15.0,479.0,7288.0
Macao,45.0,1.0,0.0,0.0,10.0,35.0,1.0,69.0,0.0,0.0,0.0
Bahamas,40.0,7.0,7.0,1.0,5.0,28.0,1.0,102.0,18.0,0.0,0.0
Sint Maarten,40.0,0.0,6.0,0.0,1.0,33.0,2.0,933.0,140.0,112.0,2612.0
Bermuda,39.0,0.0,3.0,1.0,23.0,13.0,0.0,626.0,48.0,315.0,5058.0
Zambia,39.0,0.0,1.0,0.0,7.0,31.0,1.0,2.0,0.05,1239.0,67.0
Guyana,37.0,4.0,6.0,1.0,8.0,23.0,4.0,47.0,8.0,145.0,184.0
Eritrea,33.0,2.0,0.0,0.0,0.0,33.0,0.0,9.0,0.0,0.0,0.0
Guinea-Bissau,33.0,0.0,0.0,0.0,0.0,33.0,0.0,17.0,0.0,0.0,0.0
Saint Martin,32.0,0.0,2.0,0.0,7.0,23.0,6.0,828.0,52.0,0.0,0.0
Liberia,31.0,17.0,4.0,1.0,3.0,24.0,0.0,6.0,0.8,0.0,0.0
Gabon,30.0,0.0,1.0,0.0,1.0,28.0,0.0,13.0,0.4,0.0,0.0
Haiti,27.0,2.0,1.0,0.0,0.0,26.0,0.0,2.0,0.09,257.0,23.0
Benin,26.0,0.0,1.0,0.0,5.0,20.0,0.0,2.0,0.08,0.0,0.0
Tanzania,25.0,1.0,1.0,0.0,5.0,19.0,0.0,0.4,0.02,0.0,0.0
Myanmar,22.0,0.0,3.0,2.0,0.0,19.0,0.0,0.4,0.06,1246.0,23.0
Libya,21.0,1.0,1.0,0.0,8.0,12.0,0.0,3.0,0.1,355.0,52.0
Angola,19.0,2.0,2.0,0.0,2.0,15.0,0.0,0.6,0.06,0.0,0.0
Antigua and Barbuda,19.0,0.0,2.0,1.0,0.0,17.0,1.0,194.0,20.0,40.0,408.0
Syria,19.0,0.0,2.0,0.0,4.0,13.0,0.0,1.0,0.1,0.0,0.0
Maldives,19.0,0.0,0.0,0.0,13.0,6.0,0.0,35.0,0.0,0.0,0.0
Equatorial Guinea,18.0,2.0,0.0,0.0,3.0,15.0,0.0,13.0,0.0,854.0,609.0
New Caledonia,18.0,0.0,0.0,0.0,1.0,17.0,0.0,63.0,0.0,2320.0,8126.0
Mozambique,17.0,7.0,0.0,0.0,1.0,16.0,0.0,0.5,0.0,467.0,15.0
Mongolia,16.0,1.0,0.0,0.0,4.0,12.0,0.0,5.0,0.0,0.0,0.0
Namibia,16.0,0.0,0.0,0.0,3.0,13.0,0.0,6.0,0.0,362.0,142.0
Dominica,15.0,0.0,0.0,0.0,1.0,14.0,0.0,208.0,0.0,293.0,4070.0
Fiji,15.0,0.0,0.0,0.0,0.0,15.0,0.0,17.0,0.0,0.0,0.0
Laos,15.0,1.0,0.0,0.0,0.0,15.0,0.0,2.0,0.0,781.0,107.0
Sudan,14.0,0.0,2.0,0.0,2.0,10.0,0.0,0.3,0.05,0.0,0.0
Curaçao,14.0,1.0,1.0,0.0,7.0,6.0,0.0,85.0,6.0,0.0,0.0
Saint Lucia,14.0,0.0,0.0,0.0,1.0,13.0,0.0,76.0,0.0,0.0,0.0
Somalia,12.0,4.0,1.0,1.0,1.0,10.0,0.0,0.8,0.06,0.0,0.0
Grenada,12.0,0.0,0.0,0.0,0.0,12.0,2.0,107.0,0.0,45.0,400.0
Eswatini,12.0,2.0,0.0,0.0,7.0,5.0,0.0,10.0,0.0,0.0,0.0
Zimbabwe,11.0,0.0,3.0,1.0,0.0,8.0,0.0,0.7,0.2,371.0,25.0
Greenland,11.0,0.0,0.0,0.0,11.0,0.0,0.0,194.0,0.0,770.0,13564.0
Saint Kitts and Nevis,11.0,0.0,0.0,0.0,0.0,11.0,0.0,207.0,0.0,183.0,3440.0
Seychelles,11.0,0.0,0.0,0.0,0.0,11.0,0.0,112.0,0.0,0.0,0.0
Suriname,10.0,0.0,1.0,0.0,3.0,6.0,0.0,17.0,2.0,0.0,0.0
Chad,10.0,0.0,0.0,0.0,2.0,8.0,0.0,0.6,0.0,0.0,0.0
MS Zaandam,9.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
Nepal,9.0,0.0,0.0,0.0,1.0,8.0,0.0,0.3,0.0,2366.0,81.0
Montserrat,9.0,0.0,0.0,0.0,0.0,9.0,1.0,1803.0,0.0,36.0,7212.0
Belize,8.0,1.0,1.0,0.0,0.0,7.0,1.0,20.0,3.0,268.0,674.0
Malawi,8.0,0.0,1.0,0.0,0.0,7.0,1.0,0.4,0.05,0.0,0.0
Turks and Caicos,8.0,0.0,1.0,0.0,0.0,7.0,0.0,207.0,26.0,61.0,1576.0
CAR,8.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0
Vatican City,8.0,1.0,0.0,0.0,2.0,6.0,0.0,9988.0,0.0,0.0,0.0
St. Vincent Grenadines,8.0,0.0,0.0,0.0,1.0,7.0,0.0,72.0,0.0,56.0,505.0
Cabo Verde,7.0,0.0,1.0,0.0,1.0,5.0,0.0,13.0,2.0,0.0,0.0
Sierra Leone,7.0,1.0,0.0,0.0,0.0,7.0,0.0,0.9,0.0,0.0,0.0
Botswana,6.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,0.4,1154.0,491.0
Mauritania,6.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.2,67.0,14.0
Nicaragua,6.0,0.0,1.0,0.0,0.0,5.0,0.0,0.9,0.2,0.0,0.0
St. Barth,6.0,0.0,0.0,0.0,1.0,5.0,0.0,607.0,0.0,0.0,0.0
Bhutan,5.0,0.0,0.0,0.0,2.0,3.0,0.0,6.0,0.0,1166.0,1511.0
Falkland Islands,5.0,3.0,0.0,0.0,1.0,4.0,0.0,1437.0,0.0,137.0,39368.0
Gambia,4.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.4,0.0,0.0
Sao Tome and Principe,4.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0,0.0,19.0,87.0
Western Sahara,4.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0
Anguilla,3.0,0.0,0.0,0.0,0.0,3.0,0.0,200.0,0.0,0.0,0.0
British Virgin Islands,3.0,0.0,0.0,0.0,0.0,3.0,0.0,99.0,0.0,0.0,0.0
Burundi,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.0,0.0,0.0
Caribbean Netherlands,2.0,0.0,0.0,0.0,0.0,2.0,0.0,76.0,0.0,10.0,381.0
Papua New Guinea,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.0,72.0,8.0
South Sudan,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.0,0.0,0.0
Saint Pierre Miquelon,1.0,0.0,0.0,0.0,0.0,1.0,0.0,173.0,0.0,0.0,0.0
Timor-Leste,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0,0.0,0.0
China,81802.0,62.0,3333.0,2.0,77279.0,1190.0,189.0,57.0,2.0,0.0,0.0
