Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop
Thailand,721.0,122.0,1.0,0.0,52.0,668.0,7.0,10.0
Diamond Princess,712.0,0.0,8.0,0.0,567.0,137.0,15.0,0.0
Finland,700.0,74.0,1.0,0.0,10.0,689.0,13.0,126.0
Greece,695.0,71.0,17.0,2.0,29.0,649.0,35.0,67.0
Iceland,588.0,20.0,1.0,0.0,51.0,536.0,14.0,1723.0
Indonesia,579.0,65.0,49.0,1.0,30.0,500.0,0.0,2.0
Romania,576.0,143.0,7.0,4.0,73.0,496.0,15.0,30.0
Saudi Arabia,562.0,51.0,0.0,0.0,19.0,543.0,0.0,16.0
Singapore,509.0,54.0,2.0,0.0,152.0,355.0,14.0,87.0
Qatar,501.0,7.0,0.0,0.0,33.0,468.0,6.0,174.0
India,499.0,103.0,10.0,3.0,34.0,455.0,0.0,0.4
Philippines,462.0,82.0,33.0,8.0,18.0,411.0,1.0,4.0
Slovenia,442.0,28.0,3.0,1.0,0.0,439.0,12.0,213.0
Russia,438.0,71.0,1.0,0.0,17.0,420.0,0.0,3.0
South Africa,402.0,128.0,0.0,0.0,4.0,398.0,0.0,7.0
Peru,395.0,32.0,5.0,0.0,1.0,389.0,19.0,12.0
Bahrain,377.0,43.0,2.0,0.0,164.0,211.0,3.0,222.0
Egypt,366.0,39.0,19.0,5.0,68.0,279.0,0.0,4.0
Hong Kong,356.0,38.0,4.0,0.0,100.0,252.0,4.0,47.0
Estonia,352.0,26.0,0.0,0.0,4.0,348.0,4.0,265.0
Mexico,316.0,65.0,2.0,0.0,4.0,310.0,1.0,2.0
Croatia,315.0,61.0,1.0,0.0,5.0,309.0,5.0,77.0
Panama,313.0,0.0,3.0,0.0,1.0,309.0,7.0,73.0
Colombia,277.0,46.0,3.0,1.0,3.0,271.0,0.0,5.0
Lebanon,267.0,19.0,4.0,0.0,8.0,255.0,4.0,39.0
Iraq,266.0,33.0,23.0,3.0,62.0,181.0,0.0,7.0
Argentina,266.0,0.0,4.0,0.0,27.0,235.0,0.0,6.0
Serbia,249.0,27.0,3.0,1.0,3.0,243.0,12.0,28.0
Dominican Republic,245.0,43.0,3.0,0.0,3.0,239.0,0.0,23.0
Armenia,235.0,41.0,0.0,0.0,2.0,233.0,6.0,79.0
Algeria,230.0,29.0,17.0,0.0,65.0,148.0,0.0,5.0
Bulgaria,201.0,14.0,3.0,0.0,3.0,195.0,8.0,29.0
UAE,198.0,45.0,2.0,0.0,41.0,155.0,2.0,20.0
Taiwan,195.0,26.0,2.0,0.0,28.0,165.0,0.0,8.0
Kuwait,189.0,1.0,0.0,0.0,30.0,159.0,5.0,44.0
San Marino,187.0,12.0,20.0,0.0,4.0,163.0,13.0,5511.0
Slovakia,186.0,1.0,0.0,0.0,7.0,179.0,2.0,34.0
Latvia,180.0,41.0,0.0,0.0,1.0,179.0,0.0,95.0
Hungary,167.0,36.0,7.0,1.0,16.0,144.0,6.0,17.0
Lithuania,160.0,17.0,1.0,0.0,1.0,158.0,1.0,59.0
Costa Rica,158.0,24.0,2.0,0.0,2.0,154.0,2.0,31.0
Uruguay,158.0,0.0,0.0,0.0,0.0,158.0,2.0,45.0
Morocco,143.0,28.0,4.0,0.0,5.0,134.0,1.0,4.0
North Macedonia,136.0,21.0,2.0,1.0,1.0,133.0,1.0,65.0
Andorra,133.0,20.0,1.0,0.0,1.0,131.0,2.0,1721.0
Bosnia and Herzegovina,132.0,6.0,1.0,0.0,2.0,129.0,1.0,40.0
Jordan,127.0,15.0,0.0,0.0,1.0,126.0,0.0,12.0
Vietnam,123.0,10.0,0.0,0.0,17.0,106.0,2.0,1.0
Faeroe Islands,118.0,3.0,0.0,0.0,23.0,95.0,0.0,2415.0
Cyprus,116.0,21.0,1.0,0.0,3.0,112.0,3.0,96.0
Moldova,109.0,15.0,1.0,0.0,2.0,106.0,3.0,27.0
Malta,107.0,17.0,0.0,0.0,2.0,105.0,1.0,242.0
Albania,104.0,15.0,4.0,2.0,2.0,98.0,2.0,36.0
New Zealand,102.0,0.0,0.0,0.0,0.0,102.0,0.0,21.0
Burkina Faso,99.0,24.0,4.0,0.0,5.0,90.0,0.0,5.0
Sri Lanka,97.0,15.0,0.0,0.0,2.0,95.0,2.0,5.0
Brunei ,91.0,3.0,0.0,0.0,2.0,89.0,2.0,208.0
Tunisia,89.0,14.0,3.0,0.0,1.0,85.0,11.0,8.0
Cambodia,87.0,3.0,0.0,0.0,2.0,85.0,1.0,5.0
Belarus,81.0,5.0,0.0,0.0,22.0,59.0,0.0,9.0
Senegal,79.0,12.0,0.0,0.0,8.0,71.0,0.0,5.0
Venezuela,77.0,7.0,0.0,0.0,15.0,62.0,2.0,3.0
Ukraine,73.0,0.0,3.0,0.0,1.0,69.0,0.0,2.0
Azerbaijan,72.0,7.0,1.0,0.0,10.0,61.0,3.0,7.0
Réunion,71.0,7.0,0.0,0.0,1.0,70.0,0.0,79.0
Oman,66.0,11.0,0.0,0.0,17.0,49.0,0.0,13.0
Guadeloupe,62.0,4.0,1.0,0.0,0.0,61.0,4.0,155.0
Kazakhstan,62.0,2.0,0.0,0.0,0.0,62.0,0.0,3.0
Georgia,61.0,7.0,0.0,0.0,8.0,53.0,1.0,15.0
Palestine,59.0,0.0,0.0,0.0,17.0,42.0,0.0,12.0
Cameroon,56.0,16.0,0.0,0.0,2.0,54.0,0.0,2.0
Martinique,53.0,9.0,1.0,0.0,0.0,52.0,7.0,141.0
Liechtenstein,51.0,14.0,0.0,0.0,0.0,51.0,0.0,1338.0
Trinidad and Tobago,51.0,1.0,0.0,0.0,0.0,51.0,0.0,36.0
Uzbekistan,46.0,3.0,0.0,0.0,0.0,46.0,0.0,1.0
Afghanistan,40.0,0.0,1.0,0.0,1.0,38.0,0.0,1.0
Cuba,40.0,5.0,1.0,0.0,0.0,39.0,3.0,4.0
Mauritius,36.0,8.0,2.0,0.0,0.0,34.0,1.0,28.0
DRC,36.0,6.0,1.0,0.0,0.0,35.0,0.0,0.4
Nigeria,36.0,6.0,1.0,1.0,2.0,33.0,0.0,0.2
Channel Islands,36.0,4.0,0.0,0.0,0.0,36.0,0.0,207.0
Bangladesh,33.0,6.0,3.0,1.0,5.0,25.0,0.0,0.2
Puerto Rico,31.0,8.0,2.0,1.0,1.0,28.0,0.0,11.0
Guam,29.0,2.0,1.0,0.0,0.0,28.0,0.0,172.0
Ghana,27.0,4.0,2.0,1.0,0.0,25.0,0.0,0.9
Montenegro,27.0,6.0,1.0,1.0,0.0,26.0,0.0,43.0
Bolivia,27.0,3.0,0.0,0.0,0.0,27.0,0.0,2.0
Honduras,27.0,1.0,0.0,0.0,0.0,27.0,0.0,3.0
Macao,25.0,3.0,0.0,0.0,10.0,15.0,0.0,39.0
Ivory Coast,25.0,11.0,0.0,0.0,2.0,23.0,0.0,0.9
Mayotte,24.0,13.0,0.0,0.0,0.0,24.0,0.0,88.0
Monaco,23.0,0.0,0.0,0.0,1.0,22.0,0.0,586.0
Paraguay,22.0,0.0,1.0,0.0,0.0,21.0,1.0,3.0
Guatemala,20.0,1.0,1.0,0.0,0.0,19.0,0.0,1.0
Guyana,20.0,1.0,1.0,0.0,0.0,19.0,0.0,25.0
French Guiana,20.0,2.0,0.0,0.0,6.0,14.0,0.0,67.0
Jamaica,19.0,0.0,1.0,0.0,2.0,16.0,0.0,6.0
Rwanda,19.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0
French Polynesia,18.0,0.0,0.0,0.0,0.0,18.0,0.0,64.0
Togo,18.0,2.0,0.0,0.0,0.0,18.0,0.0,2.0
Barbados,17.0,3.0,0.0,0.0,0.0,17.0,0.0,59.0
U.S. Virgin Islands,17.0,11.0,0.0,0.0,0.0,17.0,0.0,163.0
Kenya,16.0,1.0,0.0,0.0,0.0,16.0,0.0,0.3
Kyrgyzstan,16.0,2.0,0.0,0.0,0.0,16.0,0.0,2.0
Gibraltar,15.0,0.0,0.0,0.0,5.0,10.0,0.0,445.0
Isle of Man,13.0,8.0,0.0,0.0,0.0,13.0,0.0,153.0
Maldives,13.0,0.0,0.0,0.0,5.0,8.0,0.0,24.0
Madagascar,12.0,9.0,0.0,0.0,0.0,12.0,0.0,0.4
Tanzania,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.2
Ethiopia,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.1
Mongolia,10.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0
Aruba,9.0,0.0,0.0,0.0,1.0,8.0,0.0,84.0
Equatorial Guinea,9.0,3.0,0.0,0.0,0.0,9.0,0.0,6.0
Uganda,9.0,8.0,0.0,0.0,0.0,9.0,0.0,0.2
New Caledonia,8.0,4.0,0.0,0.0,0.0,8.0,0.0,28.0
Saint Martin,8.0,3.0,0.0,0.0,0.0,8.0,0.0,207.0
Seychelles,7.0,0.0,0.0,0.0,0.0,7.0,0.0,71.0
Bermuda,6.0,0.0,0.0,0.0,0.0,6.0,0.0,96.0
Haiti,6.0,4.0,0.0,0.0,0.0,6.0,0.0,0.5
Cayman Islands,5.0,2.0,1.0,0.0,0.0,4.0,0.0,76.0
Gabon,5.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0
Suriname,5.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0
Curaçao,4.0,1.0,1.0,0.0,0.0,3.0,0.0,24.0
Bahamas,4.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0
Congo,4.0,1.0,0.0,0.0,0.0,4.0,0.0,0.7
Greenland,4.0,0.0,0.0,0.0,0.0,4.0,0.0,70.0
Guinea,4.0,2.0,0.0,0.0,0.0,4.0,0.0,0.3
Namibia,4.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0
Eswatini,4.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0
Zimbabwe,3.0,0.0,1.0,1.0,0.0,2.0,0.0,0.2
Angola,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.09
Antigua and Barbuda,3.0,2.0,0.0,0.0,0.0,3.0,0.0,31.0
Cabo Verde,3.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0
CAR,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6
Djibouti,3.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0
El Salvador,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5
Fiji,3.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0
Liberia,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6
St. Barth,3.0,0.0,0.0,0.0,0.0,3.0,0.0,304.0
Saint Lucia,3.0,1.0,0.0,0.0,0.0,3.0,0.0,16.0
Zambia,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2
Gambia,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.8
Sudan,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.05
Nepal,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.07
Benin,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2
Bhutan,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0
Mauritania,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4
Myanmar,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.04
Nicaragua,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3
Niger,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.08
Sint Maarten,2.0,1.0,0.0,0.0,0.0,2.0,0.0,47.0
Belize,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0
Chad,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06
Dominica,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0
Eritrea,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3
Grenada,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0
Vatican City,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1248.0
Montserrat,1.0,0.0,0.0,0.0,0.0,1.0,0.0,200.0
Mozambique,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03
Papua New Guinea,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1
St. Vincent Grenadines,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0
Somalia,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06
Syria,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06
Timor-Leste,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8
Turks and Caicos,1.0,1.0,0.0,0.0,0.0,1.0,0.0,26.0
