Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Tot Deaths/1M pop
DRC,45.0,9.0,2.0,0.0,0.0,43.0,0.0,0.5,0.02
Nigeria,44.0,4.0,1.0,0.0,2.0,41.0,0.0,0.2,0.0
Mauritius,42.0,6.0,2.0,0.0,0.0,40.0,1.0,33.0,2.0
Kyrgyzstan,42.0,26.0,0.0,0.0,0.0,42.0,0.0,6.0,0.0
Rwanda,40.0,4.0,0.0,0.0,0.0,40.0,0.0,3.0,0.0
Bangladesh,39.0,6.0,4.0,1.0,5.0,30.0,0.0,0.2,0.02
Puerto Rico,39.0,8.0,2.0,0.0,1.0,36.0,0.0,14.0,0.7
Channel Islands,36.0,0.0,0.0,0.0,0.0,36.0,0.0,207.0,0.0
Mayotte,36.0,12.0,0.0,0.0,0.0,36.0,0.0,132.0,0.0
Guam,32.0,3.0,1.0,0.0,0.0,31.0,0.0,190.0,6.0
Honduras,30.0,0.0,0.0,0.0,0.0,30.0,0.0,3.0,0.0
Bolivia,29.0,2.0,0.0,0.0,0.0,29.0,0.0,2.0,0.0
Macao,28.0,3.0,0.0,0.0,10.0,18.0,0.0,43.0,0.0
Paraguay,27.0,5.0,2.0,1.0,0.0,25.0,1.0,4.0,0.3
Kenya,25.0,9.0,0.0,0.0,0.0,25.0,0.0,0.5,0.0
Monaco,23.0,0.0,0.0,0.0,1.0,22.0,0.0,586.0,0.0
French Guiana,23.0,3.0,0.0,0.0,6.0,17.0,0.0,77.0,0.0
French Polynesia,23.0,5.0,0.0,0.0,0.0,23.0,0.0,82.0,0.0
Isle of Man,23.0,10.0,0.0,0.0,0.0,23.0,0.0,270.0,0.0
Guatemala,21.0,1.0,1.0,0.0,0.0,20.0,0.0,1.0,0.06
Jamaica,21.0,2.0,1.0,0.0,2.0,18.0,0.0,7.0,0.3
Guyana,20.0,0.0,1.0,0.0,0.0,19.0,0.0,25.0,1.0
Togo,20.0,2.0,0.0,0.0,1.0,19.0,0.0,2.0,0.0
Barbados,17.0,0.0,0.0,0.0,0.0,17.0,0.0,59.0,0.0
Madagascar,17.0,5.0,0.0,0.0,0.0,17.0,0.0,0.6,0.0
U.S. Virgin Islands,17.0,0.0,0.0,0.0,0.0,17.0,0.0,163.0,0.0
Gibraltar,15.0,0.0,0.0,0.0,5.0,10.0,0.0,445.0,0.0
Maldives,13.0,0.0,0.0,0.0,5.0,8.0,0.0,24.0,0.0
Aruba,12.0,3.0,0.0,0.0,1.0,11.0,0.0,112.0,0.0
Ethiopia,12.0,1.0,0.0,0.0,0.0,12.0,0.0,0.1,0.0
Tanzania,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.2,0.0
Mongolia,10.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0
New Caledonia,10.0,2.0,0.0,0.0,0.0,10.0,0.0,35.0,0.0
Equatorial Guinea,9.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,0.0
Uganda,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.2,0.0
Saint Martin,8.0,0.0,0.0,0.0,0.0,8.0,0.0,207.0,0.0
Namibia,7.0,3.0,0.0,0.0,2.0,5.0,0.0,3.0,0.0
Seychelles,7.0,0.0,0.0,0.0,0.0,7.0,0.0,71.0,0.0
Suriname,7.0,2.0,0.0,0.0,0.0,7.0,0.0,12.0,0.0
Cayman Islands,6.0,1.0,1.0,0.0,0.0,5.0,0.0,91.0,15.0
Curaçao,6.0,2.0,1.0,0.0,0.0,5.0,0.0,37.0,6.0
Gabon,6.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,0.4
Benin,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5,0.0
Bermuda,6.0,0.0,0.0,0.0,0.0,6.0,0.0,96.0,0.0
Haiti,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5,0.0
El Salvador,5.0,2.0,0.0,0.0,0.0,5.0,0.0,0.8,0.0
Greenland,5.0,1.0,0.0,0.0,2.0,3.0,0.0,88.0,0.0
Bahamas,4.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0
Congo,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.7,0.0
Fiji,4.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
Guinea,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.0
Vatican City,4.0,3.0,0.0,0.0,0.0,4.0,0.0,4994.0,0.0
Eswatini,4.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0
Cabo Verde,3.0,0.0,1.0,1.0,0.0,2.0,0.0,5.0,2.0
Gambia,3.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.4
Sudan,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.07,0.02
Zimbabwe,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.2,0.07
Angola,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.09,0.0
Antigua and Barbuda,3.0,0.0,0.0,0.0,0.0,3.0,0.0,31.0,0.0
CAR,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.0
Chad,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.0
Djibouti,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
Liberia,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.0
Mozambique,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.1,0.0
Myanmar,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.06,0.0
Niger,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.0
St. Barth,3.0,0.0,0.0,0.0,0.0,3.0,0.0,304.0,0.0
Saint Lucia,3.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,0.0
Zambia,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.0
Nepal,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.07,0.0
Bhutan,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0
Dominica,2.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0
Laos,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.3,0.0
Mauritania,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.0
Nicaragua,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.0
Sint Maarten,2.0,0.0,0.0,0.0,0.0,2.0,0.0,47.0,0.0
Belize,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Eritrea,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0
Grenada,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0
Montserrat,1.0,0.0,0.0,0.0,0.0,1.0,0.0,200.0,0.0
Papua New Guinea,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0
St. Vincent Grenadines,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0
Somalia,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06,0.0
Syria,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06,0.0
Timor-Leste,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0
Turks and Caicos,1.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0
