Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop
 Azerbaijan ,15.0,0.0,1.0,0.0,3.0,11.0,0.0,1.5
 North Macedonia ,14.0,5.0,0.0,0.0,1.0,13.0,0.0,6.7
 Cyprus ,14.0,4.0,0.0,0.0,0.0,14.0,0.0,11.6
 Colombia ,13.0,4.0,0.0,0.0,0.0,13.0,0.0,0.3
 Mexico ,12.0,0.0,0.0,0.0,4.0,8.0,1.0,0.1
 Malta ,12.0,3.0,0.0,0.0,1.0,11.0,0.0,0.0
 Macao ,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
 Senegal ,10.0,0.0,0.0,0.0,2.0,8.0,0.0,0.6
 Maldives ,9.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0
 Armenia ,8.0,2.0,0.0,0.0,0.0,8.0,0.0,2.7
 Jamaica ,8.0,6.0,0.0,0.0,0.0,8.0,0.0,2.7
 Morocco ,7.0,1.0,1.0,0.0,0.0,6.0,1.0,0.2
 Afghanistan ,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.2
 Cambodia ,7.0,2.0,0.0,0.0,1.0,6.0,0.0,0.4
 Lithuania ,6.0,3.0,0.0,0.0,0.0,6.0,0.0,2.2
 Sri Lanka ,6.0,3.0,0.0,0.0,1.0,5.0,0.0,0.3
 French Guiana ,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
 Moldova ,6.0,0.0,0.0,0.0,0.0,6.0,0.0,1.5
 Paraguay ,6.0,0.0,0.0,0.0,0.0,6.0,1.0,0.8
 Dominican Republic ,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5
 New Zealand ,5.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
 Réunion ,5.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
 Turkey ,5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.1
 Cuba ,4.0,1.0,0.0,0.0,0.0,4.0,0.0,0.4
 Kazakhstan ,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.2
 Liechtenstein ,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
 Ukraine ,3.0,0.0,1.0,1.0,0.0,2.0,0.0,0.1
 Bangladesh ,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
 Bolivia ,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3
 Channel Islands ,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
 Faeroe Islands ,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
 French Polynesia ,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0
 Martinique ,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
 Monaco ,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
 Nigeria ,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
 Burkina Faso ,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1
 Cameroon ,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1
 DRC ,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
 Ghana ,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1
 Honduras ,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2
 Saint Martin ,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
 Venezuela ,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.1
 Guyana ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 Sudan ,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
 Andorra ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 Jordan ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1
 Nepal ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
 Antigua and Barbuda ,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
 Bhutan ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 Cayman Islands ,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
 Ivory Coast ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 Ethiopia ,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
 Gabon ,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4
 Gibraltar ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
 Guadeloupe ,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
 Guinea ,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1
 Vatican City ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 Kenya ,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
 Mongolia ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3
 St. Barth ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 St. Vincent Grenadines ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 Togo ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1
 Trinidad and Tobago ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7
