Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Tot Deaths/1M pop
Peru,852.0,181.0,18.0,2.0,16.0,818.0,40.0,26.0,0.5
Mexico,848.0,131.0,16.0,4.0,4.0,828.0,1.0,7.0,0.1
Singapore,844.0,42.0,3.0,1.0,212.0,629.0,19.0,144.0,0.5
Argentina,745.0,0.0,19.0,0.0,72.0,654.0,0.0,16.0,0.4
Serbia,741.0,82.0,13.0,3.0,42.0,686.0,25.0,85.0,1.0
Slovenia,730.0,46.0,11.0,2.0,10.0,709.0,23.0,351.0,5.0
Croatia,713.0,56.0,6.0,1.0,52.0,655.0,26.0,174.0,1.0
Diamond Princess,712.0,0.0,10.0,0.0,603.0,99.0,15.0,0.0,0.0
Colombia,702.0,94.0,10.0,4.0,10.0,682.0,29.0,14.0,0.2
Estonia,679.0,34.0,3.0,2.0,20.0,656.0,10.0,512.0,2.0
Hong Kong,641.0,81.0,4.0,0.0,118.0,519.0,5.0,86.0,0.5
Qatar,634.0,44.0,1.0,0.0,48.0,585.0,6.0,220.0,0.3
Egypt,609.0,33.0,40.0,4.0,132.0,437.0,0.0,6.0,0.4
UAE,570.0,102.0,3.0,1.0,58.0,509.0,2.0,58.0,0.3
Iraq,547.0,41.0,42.0,0.0,143.0,362.0,0.0,14.0,1.0
New Zealand,514.0,0.0,1.0,0.0,56.0,457.0,1.0,107.0,0.2
Algeria,511.0,57.0,31.0,2.0,31.0,449.0,0.0,12.0,0.7
Bahrain,499.0,23.0,4.0,0.0,272.0,223.0,1.0,293.0,2.0
Morocco,479.0,77.0,26.0,1.0,13.0,440.0,1.0,13.0,0.7
Ukraine,475.0,119.0,10.0,1.0,6.0,459.0,0.0,11.0,0.2
Lithuania,460.0,66.0,7.0,0.0,1.0,452.0,2.0,169.0,3.0
Lebanon,438.0,26.0,10.0,2.0,30.0,398.0,4.0,64.0,1.0
Armenia,424.0,17.0,3.0,2.0,30.0,391.0,6.0,143.0,1.0
Hungary,408.0,65.0,13.0,2.0,34.0,361.0,6.0,42.0,1.0
Latvia,347.0,42.0,0.0,0.0,1.0,346.0,3.0,184.0,0.0
Bulgaria,346.0,15.0,8.0,1.0,14.0,324.0,8.0,50.0,1.0
Andorra,334.0,26.0,6.0,3.0,1.0,327.0,10.0,4323.0,78.0
Bosnia and Herzegovina,323.0,45.0,6.0,0.0,8.0,309.0,1.0,98.0,2.0
Costa Rica,314.0,19.0,2.0,0.0,3.0,309.0,6.0,62.0,0.4
Slovakia,314.0,22.0,0.0,0.0,2.0,312.0,1.0,58.0,0.0
Tunisia,312.0,34.0,8.0,0.0,2.0,302.0,10.0,26.0,0.7
Uruguay,304.0,0.0,1.0,0.0,0.0,303.0,9.0,88.0,0.3
Taiwan,298.0,15.0,2.0,0.0,39.0,257.0,0.0,13.0,0.08
Kazakhstan,284.0,56.0,1.0,0.0,20.0,263.0,0.0,15.0,0.05
Moldova,263.0,32.0,2.0,0.0,2.0,259.0,33.0,65.0,0.5
North Macedonia,259.0,18.0,6.0,2.0,3.0,250.0,1.0,124.0,3.0
Jordan,259.0,13.0,3.0,2.0,18.0,238.0,3.0,25.0,0.3
Kuwait,255.0,20.0,0.0,0.0,67.0,188.0,12.0,60.0,0.0
San Marino,224.0,0.0,22.0,0.0,6.0,196.0,16.0,6602.0,648.0
Burkina Faso,222.0,15.0,12.0,1.0,23.0,187.0,0.0,11.0,0.6
Cyprus,214.0,35.0,5.0,0.0,15.0,194.0,3.0,177.0,4.0
Albania,212.0,15.0,10.0,0.0,33.0,169.0,3.0,74.0,3.0
Azerbaijan,209.0,27.0,4.0,0.0,15.0,190.0,23.0,21.0,0.4
Vietnam,188.0,14.0,0.0,0.0,25.0,163.0,3.0,2.0,0.0
Réunion,183.0,0.0,0.0,0.0,1.0,182.0,0.0,204.0,0.0
Oman,167.0,15.0,0.0,0.0,23.0,144.0,0.0,33.0,0.0
Ivory Coast,165.0,64.0,1.0,1.0,4.0,160.0,0.0,6.0,0.04
Faeroe Islands,159.0,4.0,0.0,0.0,70.0,89.0,1.0,3254.0,0.0
Ghana,152.0,11.0,5.0,0.0,2.0,145.0,1.0,5.0,0.2
Malta,151.0,2.0,0.0,0.0,2.0,149.0,4.0,342.0,0.0
Uzbekistan,144.0,40.0,2.0,0.0,7.0,135.0,8.0,4.0,0.06
Senegal,142.0,12.0,0.0,0.0,27.0,115.0,0.0,8.0,0.0
Cameroon,139.0,48.0,6.0,4.0,5.0,128.0,0.0,5.0,0.2
Cuba,139.0,20.0,3.0,0.0,4.0,132.0,2.0,12.0,0.3
Brunei ,126.0,6.0,1.0,0.0,34.0,91.0,1.0,288.0,2.0
Afghanistan,120.0,10.0,4.0,0.0,2.0,114.0,0.0,3.0,0.1
Venezuela,119.0,0.0,2.0,0.0,39.0,78.0,2.0,4.0,0.07
Sri Lanka,117.0,4.0,1.0,0.0,11.0,105.0,5.0,5.0,0.05
Nigeria,111.0,14.0,1.0,0.0,3.0,107.0,0.0,0.5,0.0
Honduras,110.0,15.0,2.0,1.0,3.0,105.0,4.0,11.0,0.2
Channel Islands,108.0,11.0,2.0,1.0,0.0,106.0,0.0,621.0,12.0
Palestine,108.0,4.0,1.0,0.0,18.0,89.0,0.0,21.0,0.2
Mauritius,107.0,5.0,3.0,1.0,0.0,104.0,1.0,84.0,2.0
Cambodia,103.0,4.0,0.0,0.0,21.0,82.0,1.0,6.0,0.0
Guadeloupe,102.0,0.0,2.0,0.0,17.0,83.0,4.0,255.0,5.0
Belarus,94.0,0.0,0.0,0.0,32.0,62.0,2.0,10.0,0.0
Martinique,93.0,0.0,1.0,0.0,0.0,92.0,12.0,248.0,3.0
Georgia,91.0,1.0,0.0,0.0,18.0,73.0,1.0,23.0,0.0
Montenegro,85.0,1.0,1.0,0.0,0.0,84.0,1.0,135.0,2.0
Kyrgyzstan,84.0,26.0,0.0,0.0,0.0,84.0,0.0,13.0,0.0
Bolivia,81.0,7.0,1.0,1.0,0.0,80.0,3.0,7.0,0.09
Trinidad and Tobago,78.0,2.0,3.0,0.0,1.0,74.0,0.0,56.0,2.0
DRC,65.0,0.0,6.0,0.0,2.0,57.0,0.0,0.7,0.07
Gibraltar,65.0,9.0,0.0,0.0,14.0,51.0,0.0,1929.0,0.0
Mayotte,63.0,0.0,0.0,0.0,0.0,63.0,0.0,231.0,0.0
Rwanda,60.0,0.0,0.0,0.0,0.0,60.0,0.0,5.0,0.0
Paraguay,56.0,0.0,3.0,0.0,1.0,52.0,1.0,8.0,0.4
Liechtenstein,56.0,0.0,0.0,0.0,0.0,56.0,0.0,1469.0,0.0
Aruba,50.0,4.0,0.0,0.0,1.0,49.0,0.0,468.0,0.0
Bangladesh,48.0,0.0,5.0,0.0,15.0,28.0,1.0,0.3,0.03
Monaco,43.0,0.0,1.0,0.0,1.0,41.0,0.0,1096.0,25.0
Kenya,42.0,4.0,1.0,0.0,1.0,40.0,2.0,0.8,0.02
Isle of Man,42.0,10.0,0.0,0.0,0.0,42.0,0.0,494.0,0.0
Madagascar,39.0,13.0,0.0,0.0,0.0,39.0,0.0,1.0,0.0
Macao,37.0,3.0,0.0,0.0,10.0,27.0,0.0,57.0,0.0
Guatemala,34.0,0.0,1.0,0.0,10.0,23.0,1.0,2.0,0.06
Uganda,33.0,3.0,0.0,0.0,0.0,33.0,0.0,0.7,0.0
Jamaica,32.0,2.0,1.0,0.0,2.0,29.0,0.0,11.0,0.3
French Polynesia,30.0,0.0,0.0,0.0,0.0,30.0,0.0,107.0,0.0
Zambia,29.0,1.0,0.0,0.0,0.0,29.0,0.0,2.0,0.0
French Guiana,28.0,0.0,0.0,0.0,6.0,22.0,0.0,94.0,0.0
Barbados,26.0,0.0,0.0,0.0,0.0,26.0,0.0,90.0,0.0
Togo,25.0,0.0,1.0,0.0,1.0,23.0,0.0,3.0,0.1
El Salvador,24.0,5.0,0.0,0.0,0.0,24.0,0.0,4.0,0.0
Bermuda,22.0,5.0,0.0,0.0,2.0,20.0,0.0,353.0,0.0
Congo,19.0,15.0,0.0,0.0,0.0,19.0,0.0,3.0,0.0
Ethiopia,19.0,3.0,0.0,0.0,1.0,18.0,0.0,0.2,0.0
Mali,18.0,0.0,1.0,0.0,0.0,17.0,0.0,0.9,0.05
Niger,18.0,8.0,1.0,0.0,0.0,17.0,0.0,0.7,0.04
Djibouti,18.0,4.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0
Maldives,17.0,1.0,0.0,0.0,13.0,4.0,0.0,31.0,0.0
Guinea,16.0,8.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0
Haiti,15.0,7.0,0.0,0.0,1.0,14.0,0.0,1.0,0.0
New Caledonia,15.0,0.0,0.0,0.0,0.0,15.0,0.0,53.0,0.0
Tanzania,14.0,0.0,0.0,0.0,1.0,13.0,0.0,0.2,0.0
Equatorial Guinea,12.0,0.0,0.0,0.0,0.0,12.0,0.0,9.0,0.0
Eritrea,12.0,6.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0
Mongolia,12.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0
Bahamas,11.0,1.0,0.0,0.0,1.0,10.0,0.0,28.0,0.0
Dominica,11.0,0.0,0.0,0.0,0.0,11.0,0.0,153.0,0.0
Namibia,11.0,3.0,0.0,0.0,2.0,9.0,0.0,4.0,0.0
Saint Martin,11.0,0.0,0.0,0.0,0.0,11.0,0.0,284.0,0.0
Greenland,10.0,0.0,0.0,0.0,2.0,8.0,0.0,176.0,0.0
Myanmar,10.0,2.0,0.0,0.0,0.0,10.0,0.0,0.2,0.0
Syria,9.0,4.0,1.0,1.0,0.0,8.0,0.0,0.5,0.06
Grenada,9.0,2.0,0.0,0.0,0.0,9.0,0.0,80.0,0.0
Eswatini,9.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,0.0
Cayman Islands,8.0,0.0,1.0,0.0,0.0,7.0,0.0,122.0,15.0
Curaçao,8.0,0.0,1.0,0.0,2.0,5.0,0.0,49.0,6.0
Guyana,8.0,0.0,1.0,0.0,0.0,7.0,0.0,10.0,1.0
Laos,8.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0
Libya,8.0,5.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0
Mozambique,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.3,0.0
Seychelles,8.0,0.0,0.0,0.0,0.0,8.0,0.0,81.0,0.0
Suriname,8.0,0.0,0.0,0.0,0.0,8.0,0.0,14.0,0.0
Angola,7.0,2.0,2.0,2.0,0.0,5.0,0.0,0.2,0.06
Gabon,7.0,0.0,1.0,0.0,0.0,6.0,0.0,3.0,0.4
Zimbabwe,7.0,0.0,1.0,0.0,0.0,6.0,0.0,0.5,0.07
Antigua and Barbuda,7.0,0.0,0.0,0.0,0.0,7.0,0.0,71.0,0.0
Cabo Verde,6.0,0.0,1.0,0.0,0.0,5.0,0.0,11.0,2.0
Sudan,6.0,1.0,1.0,0.0,0.0,5.0,0.0,0.1,0.02
Benin,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5,0.0
Vatican City,6.0,0.0,0.0,0.0,0.0,6.0,0.0,7491.0,0.0
Sint Maarten,6.0,0.0,0.0,0.0,0.0,6.0,0.0,140.0,0.0
Nepal,5.0,0.0,0.0,0.0,1.0,4.0,0.0,0.2,0.0
Fiji,5.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0
Mauritania,5.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0
Montserrat,5.0,0.0,0.0,0.0,0.0,5.0,0.0,1002.0,0.0
St. Barth,5.0,0.0,0.0,0.0,0.0,5.0,0.0,506.0,0.0
Gambia,4.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.4
Nicaragua,4.0,0.0,1.0,0.0,0.0,3.0,0.0,0.6,0.2
Bhutan,4.0,1.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0
Saint Lucia,4.0,1.0,0.0,0.0,1.0,3.0,0.0,22.0,0.0
Turks and Caicos,4.0,0.0,0.0,0.0,0.0,4.0,0.0,103.0,0.0
CAR,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.0
Chad,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.0
Liberia,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.0
Somalia,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.0
MS Zaandam,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Anguilla,2.0,0.0,0.0,0.0,0.0,2.0,0.0,133.0,0.0
Belize,2.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0
British Virgin Islands,2.0,0.0,0.0,0.0,0.0,2.0,0.0,66.0,0.0
Guinea-Bissau,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
Saint Kitts and Nevis,2.0,0.0,0.0,0.0,0.0,2.0,0.0,38.0,0.0
Papua New Guinea,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0
St. Vincent Grenadines,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0
Timor-Leste,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0
China,81439.0,45.0,3300.0,5.0,75448.0,2691.0,742.0,57.0,2.0
