Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Tot Deaths/1M pop
Japan,2384.0,0.0,57.0,0.0,472.0,1855.0,69.0,19.0,0.5
Saudi Arabia,1885.0,165.0,21.0,5.0,328.0,1536.0,31.0,54.0,0.6
Thailand,1875.0,104.0,15.0,3.0,505.0,1355.0,23.0,27.0,0.2
Indonesia,1790.0,113.0,170.0,13.0,112.0,1508.0,0.0,7.0,0.6
Greece,1544.0,129.0,53.0,2.0,61.0,1430.0,91.0,148.0,5.0
Finland,1518.0,72.0,19.0,2.0,300.0,1199.0,65.0,274.0,3.0
South Africa,1462.0,82.0,5.0,0.0,50.0,1407.0,7.0,25.0,0.08
Peru,1414.0,91.0,55.0,17.0,537.0,822.0,51.0,43.0,2.0
Dominican Republic,1380.0,96.0,60.0,3.0,16.0,1304.0,147.0,127.0,6.0
Mexico,1378.0,163.0,37.0,8.0,35.0,1306.0,1.0,11.0,0.3
Iceland,1319.0,99.0,4.0,2.0,284.0,1031.0,12.0,3865.0,12.0
Panama,1317.0,0.0,32.0,0.0,9.0,1276.0,50.0,305.0,7.0
Serbia,1171.0,111.0,31.0,3.0,42.0,1098.0,81.0,134.0,4.0
Colombia,1161.0,96.0,19.0,2.0,55.0,1087.0,50.0,23.0,0.4
Argentina,1133.0,0.0,34.0,2.0,256.0,843.0,0.0,25.0,0.8
Singapore,1049.0,49.0,4.0,1.0,266.0,779.0,24.0,179.0,0.7
UAE,1024.0,210.0,8.0,0.0,96.0,920.0,2.0,104.0,0.8
Croatia,1011.0,48.0,7.0,1.0,88.0,916.0,34.0,246.0,2.0
Algeria,986.0,139.0,86.0,28.0,61.0,839.0,0.0,22.0,2.0
Qatar,949.0,114.0,3.0,1.0,72.0,874.0,37.0,329.0,1.0
Ukraine,897.0,103.0,22.0,2.0,19.0,856.0,0.0,21.0,0.5
Slovenia,897.0,56.0,17.0,2.0,70.0,810.0,31.0,431.0,8.0
Egypt,865.0,86.0,58.0,6.0,201.0,606.0,0.0,8.0,0.6
Estonia,858.0,79.0,11.0,6.0,45.0,802.0,16.0,647.0,8.0
Hong Kong,802.0,36.0,4.0,0.0,154.0,644.0,8.0,107.0,0.5
New Zealand,797.0,89.0,1.0,0.0,92.0,704.0,2.0,165.0,0.2
Iraq,772.0,44.0,54.0,2.0,202.0,516.0,0.0,19.0,1.0
Diamond Princess,712.0,0.0,11.0,0.0,619.0,82.0,15.0,0.0,0.0
Morocco,708.0,54.0,44.0,5.0,31.0,633.0,1.0,19.0,1.0
Armenia,663.0,92.0,7.0,3.0,33.0,623.0,30.0,224.0,2.0
Lithuania,649.0,68.0,9.0,1.0,7.0,633.0,11.0,238.0,3.0
Bahrain,643.0,74.0,4.0,0.0,381.0,258.0,3.0,378.0,2.0
Hungary,585.0,60.0,21.0,1.0,42.0,522.0,17.0,61.0,2.0
Bosnia and Herzegovina,533.0,74.0,16.0,3.0,20.0,497.0,4.0,162.0,5.0
Moldova,505.0,82.0,6.0,1.0,23.0,476.0,65.0,125.0,1.0
Lebanon,494.0,15.0,16.0,2.0,46.0,432.0,3.0,72.0,2.0
Latvia,458.0,12.0,0.0,0.0,31.0,427.0,3.0,243.0,0.0
Bulgaria,457.0,35.0,10.0,0.0,25.0,422.0,18.0,66.0,1.0
Tunisia,455.0,32.0,14.0,2.0,5.0,436.0,10.0,38.0,1.0
Kazakhstan,435.0,55.0,3.0,0.0,27.0,405.0,6.0,23.0,0.2
Andorra,428.0,38.0,15.0,1.0,10.0,403.0,12.0,5539.0,194.0
Slovakia,426.0,26.0,1.0,0.0,5.0,420.0,3.0,78.0,0.2
Azerbaijan,400.0,41.0,5.0,0.0,26.0,369.0,7.0,39.0,0.5
Costa Rica,396.0,21.0,2.0,0.0,6.0,388.0,11.0,78.0,0.4
North Macedonia,384.0,30.0,11.0,0.0,17.0,356.0,4.0,184.0,5.0
Cyprus,356.0,36.0,10.0,1.0,28.0,318.0,11.0,295.0,8.0
Uruguay,350.0,0.0,4.0,2.0,62.0,284.0,15.0,101.0,1.0
Kuwait,342.0,25.0,0.0,0.0,81.0,261.0,15.0,80.0,0.0
Taiwan,339.0,10.0,5.0,0.0,50.0,284.0,0.0,14.0,0.2
Réunion,308.0,27.0,0.0,0.0,40.0,268.0,3.0,344.0,0.0
Cameroon,306.0,73.0,7.0,1.0,10.0,289.0,0.0,12.0,0.3
Belarus,304.0,141.0,4.0,2.0,53.0,247.0,11.0,32.0,0.4
Jordan,299.0,21.0,5.0,0.0,45.0,249.0,5.0,29.0,0.5
Burkina Faso,288.0,6.0,16.0,0.0,50.0,222.0,0.0,14.0,0.8
Albania,277.0,18.0,16.0,1.0,76.0,185.0,7.0,96.0,6.0
Afghanistan,273.0,36.0,6.0,2.0,10.0,257.0,0.0,7.0,0.2
San Marino,245.0,9.0,30.0,2.0,21.0,194.0,15.0,7221.0,884.0
Cuba,233.0,21.0,6.0,0.0,13.0,214.0,7.0,21.0,0.5
Oman,231.0,21.0,1.0,0.0,57.0,173.0,3.0,45.0,0.2
Vietnam,227.0,9.0,0.0,0.0,75.0,152.0,3.0,2.0,0.0
Honduras,219.0,47.0,14.0,4.0,3.0,202.0,4.0,22.0,1.0
Uzbekistan,205.0,24.0,2.0,0.0,25.0,178.0,8.0,6.0,0.06
Ghana,204.0,9.0,5.0,0.0,31.0,168.0,2.0,7.0,0.2
Malta,196.0,8.0,0.0,0.0,2.0,194.0,2.0,444.0,0.0
Senegal,195.0,5.0,1.0,0.0,55.0,139.0,0.0,12.0,0.06
Ivory Coast,194.0,4.0,1.0,0.0,15.0,178.0,0.0,7.0,0.04
Channel Islands,193.0,21.0,3.0,0.0,0.0,190.0,0.0,1110.0,17.0
Nigeria,184.0,10.0,2.0,0.0,20.0,162.0,0.0,0.9,0.01
Faeroe Islands,177.0,4.0,0.0,0.0,81.0,96.0,1.0,3622.0,0.0
Mauritius,169.0,8.0,7.0,1.0,0.0,162.0,1.0,133.0,6.0
Palestine,161.0,27.0,1.0,0.0,18.0,142.0,0.0,32.0,0.2
Sri Lanka,151.0,5.0,4.0,1.0,21.0,126.0,5.0,7.0,0.2
Venezuela,144.0,0.0,3.0,0.0,43.0,98.0,6.0,5.0,0.1
Montenegro,144.0,21.0,2.0,0.0,0.0,142.0,4.0,229.0,3.0
Martinique,138.0,3.0,3.0,0.0,27.0,108.0,19.0,368.0,8.0
Georgia,134.0,17.0,0.0,0.0,26.0,108.0,6.0,34.0,0.0
Brunei ,133.0,2.0,1.0,0.0,56.0,76.0,3.0,304.0,2.0
Guadeloupe,128.0,3.0,6.0,0.0,24.0,98.0,14.0,320.0,15.0
DRC,123.0,14.0,11.0,2.0,3.0,109.0,0.0,1.0,0.1
Bolivia,123.0,8.0,8.0,1.0,1.0,114.0,3.0,11.0,0.7
Mayotte,116.0,15.0,1.0,0.0,10.0,105.0,3.0,425.0,4.0
Kyrgyzstan,116.0,5.0,0.0,0.0,5.0,111.0,5.0,18.0,0.0
Kenya,110.0,29.0,3.0,2.0,4.0,103.0,2.0,2.0,0.06
Cambodia,110.0,1.0,0.0,0.0,34.0,76.0,1.0,7.0,0.0
Niger,98.0,24.0,5.0,0.0,0.0,93.0,0.0,4.0,0.2
Isle of Man,95.0,27.0,1.0,0.0,0.0,94.0,0.0,1117.0,12.0
Trinidad and Tobago,94.0,4.0,5.0,0.0,1.0,88.0,0.0,67.0,4.0
Gibraltar,88.0,7.0,0.0,0.0,46.0,42.0,0.0,2612.0,0.0
Rwanda,84.0,2.0,0.0,0.0,0.0,84.0,0.0,6.0,0.0
Paraguay,77.0,8.0,3.0,0.0,2.0,72.0,4.0,11.0,0.4
Liechtenstein,75.0,3.0,0.0,0.0,0.0,75.0,0.0,1967.0,0.0
Monaco,60.0,5.0,1.0,0.0,2.0,57.0,2.0,1529.0,25.0
Aruba,60.0,5.0,0.0,0.0,1.0,59.0,0.0,562.0,0.0
Madagascar,59.0,2.0,0.0,0.0,0.0,59.0,6.0,2.0,0.0
Bangladesh,56.0,2.0,6.0,0.0,25.0,25.0,1.0,0.3,0.04
Guinea,52.0,22.0,0.0,0.0,0.0,52.0,0.0,4.0,0.0
French Guiana,51.0,0.0,0.0,0.0,15.0,36.0,0.0,171.0,0.0
Guatemala,47.0,8.0,1.0,0.0,12.0,34.0,1.0,3.0,0.06
Barbados,46.0,1.0,0.0,0.0,0.0,46.0,0.0,160.0,0.0
Uganda,45.0,1.0,0.0,0.0,0.0,45.0,0.0,1.0,0.0
Jamaica,44.0,0.0,3.0,0.0,2.0,39.0,0.0,15.0,1.0
El Salvador,41.0,8.0,2.0,0.0,0.0,39.0,4.0,6.0,0.3
Macao,41.0,0.0,0.0,0.0,10.0,31.0,0.0,63.0,0.0
Djibouti,40.0,7.0,0.0,0.0,0.0,40.0,0.0,40.0,0.0
Togo,39.0,3.0,2.0,0.0,17.0,20.0,0.0,5.0,0.2
Zambia,39.0,3.0,1.0,1.0,0.0,38.0,0.0,2.0,0.05
French Polynesia,37.0,0.0,0.0,0.0,0.0,37.0,1.0,132.0,0.0
Mali,36.0,5.0,3.0,0.0,0.0,33.0,0.0,2.0,0.1
Bermuda,35.0,3.0,0.0,0.0,11.0,24.0,0.0,562.0,0.0
Ethiopia,29.0,0.0,0.0,0.0,3.0,26.0,2.0,0.3,0.0
Congo,22.0,0.0,2.0,0.0,2.0,18.0,0.0,4.0,0.4
Cayman Islands,22.0,0.0,1.0,0.0,0.0,21.0,0.0,335.0,15.0
Saint Martin,22.0,0.0,1.0,0.0,2.0,19.0,0.0,569.0,26.0
Eritrea,22.0,7.0,0.0,0.0,0.0,22.0,0.0,6.0,0.0
Bahamas,21.0,0.0,1.0,0.0,1.0,19.0,0.0,53.0,3.0
Gabon,21.0,3.0,1.0,0.0,0.0,20.0,0.0,9.0,0.4
Myanmar,20.0,4.0,1.0,0.0,0.0,19.0,0.0,0.4,0.02
Tanzania,20.0,0.0,1.0,0.0,2.0,17.0,0.0,0.3,0.02
Guyana,19.0,0.0,4.0,1.0,0.0,15.0,0.0,24.0,5.0
Maldives,19.0,0.0,0.0,0.0,13.0,6.0,0.0,35.0,0.0
Sint Maarten,18.0,2.0,1.0,0.0,6.0,11.0,0.0,420.0,23.0
New Caledonia,18.0,2.0,0.0,0.0,1.0,17.0,0.0,63.0,0.0
Syria,16.0,6.0,2.0,0.0,0.0,14.0,0.0,0.9,0.1
Haiti,16.0,0.0,0.0,0.0,1.0,15.0,0.0,1.0,0.0
Equatorial Guinea,15.0,0.0,0.0,0.0,1.0,14.0,0.0,11.0,0.0
Mongolia,14.0,0.0,0.0,0.0,2.0,12.0,0.0,4.0,0.0
Namibia,14.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,0.0
Benin,13.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0
Saint Lucia,13.0,0.0,0.0,0.0,1.0,12.0,0.0,71.0,0.0
Dominica,12.0,0.0,0.0,0.0,0.0,12.0,0.0,167.0,0.0
Curaçao,11.0,0.0,1.0,0.0,3.0,7.0,0.0,67.0,6.0
Libya,11.0,1.0,1.0,1.0,0.0,10.0,0.0,2.0,0.1
Greenland,10.0,0.0,0.0,0.0,2.0,8.0,0.0,176.0,0.0
Grenada,10.0,1.0,0.0,0.0,0.0,10.0,0.0,89.0,0.0
Laos,10.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0
Mozambique,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.3,0.0
Seychelles,10.0,0.0,0.0,0.0,0.0,10.0,0.0,102.0,0.0
Suriname,10.0,0.0,0.0,0.0,0.0,10.0,0.0,17.0,0.0
MS Zaandam,9.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0
Zimbabwe,9.0,1.0,1.0,0.0,0.0,8.0,0.0,0.6,0.07
Antigua and Barbuda,9.0,2.0,0.0,0.0,0.0,9.0,0.0,92.0,0.0
Guinea-Bissau,9.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0
Eswatini,9.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,0.0
Angola,8.0,0.0,2.0,0.0,1.0,5.0,0.0,0.2,0.06
Sudan,8.0,1.0,2.0,0.0,2.0,4.0,0.0,0.2,0.05
Chad,8.0,1.0,0.0,0.0,0.0,8.0,0.0,0.5,0.0
Saint Kitts and Nevis,8.0,0.0,0.0,0.0,0.0,8.0,0.0,150.0,0.0
Fiji,7.0,2.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0
Vatican City,7.0,1.0,0.0,0.0,0.0,7.0,0.0,8739.0,0.0
Cabo Verde,6.0,0.0,1.0,0.0,0.0,5.0,0.0,11.0,2.0
Mauritania,6.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.2
Nepal,6.0,1.0,0.0,0.0,1.0,5.0,0.0,0.2,0.0
Liberia,6.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0
St. Barth,6.0,0.0,0.0,0.0,1.0,5.0,0.0,607.0,0.0
Nicaragua,5.0,0.0,1.0,0.0,0.0,4.0,0.0,0.8,0.2
Bhutan,5.0,1.0,0.0,0.0,1.0,4.0,0.0,6.0,0.0
Montserrat,5.0,0.0,0.0,0.0,0.0,5.0,0.0,1002.0,0.0
Somalia,5.0,0.0,0.0,0.0,1.0,4.0,0.0,0.3,0.0
Turks and Caicos,5.0,0.0,0.0,0.0,0.0,5.0,0.0,129.0,0.0
Botswana,4.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.4
Gambia,4.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.4
Anguilla,3.0,1.0,0.0,0.0,0.0,3.0,0.0,200.0,0.0
Belize,3.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0
British Virgin Islands,3.0,0.0,0.0,0.0,0.0,3.0,0.0,99.0,0.0
Burundi,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.0
CAR,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.0
Malawi,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.2,0.0
Caribbean Netherlands,2.0,0.0,0.0,0.0,0.0,2.0,0.0,76.0,0.0
St. Vincent Grenadines,2.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0
Sierra Leone,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.0
Papua New Guinea,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0
Timor-Leste,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0
China,81589.0,35.0,3318.0,6.0,76408.0,1863.0,429.0,57.0,2.0
