Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop
Bosnia and Herzegovina,64.0,25.0,0.0,0.0,2.0,62.0,0.0,20.0
Morocco,62.0,8.0,2.0,0.0,2.0,58.0,1.0,2.0
Sri Lanka,60.0,9.0,0.0,0.0,3.0,57.0,0.0,3.0
Malta,53.0,5.0,0.0,0.0,2.0,51.0,0.0,120.0
Belarus,51.0,0.0,0.0,0.0,5.0,46.0,0.0,5.0
Moldova,49.0,13.0,1.0,0.0,1.0,47.0,3.0,12.0
North Macedonia,49.0,6.0,0.0,0.0,1.0,48.0,1.0,24.0
Oman,48.0,9.0,0.0,0.0,13.0,35.0,0.0,9.0
Palestine,47.0,3.0,0.0,0.0,0.0,47.0,0.0,9.0
Kazakhstan,44.0,8.0,3.0,3.0,0.0,41.0,0.0,2.0
Azerbaijan,44.0,10.0,1.0,0.0,7.0,36.0,0.0,4.0
Venezuela,42.0,6.0,0.0,0.0,0.0,42.0,0.0,1.0
Lithuania,41.0,7.0,0.0,0.0,1.0,40.0,1.0,15.0
Georgia,40.0,2.0,0.0,0.0,1.0,39.0,1.0,10.0
Tunisia,39.0,10.0,1.0,1.0,1.0,37.0,2.0,3.0
Cambodia,37.0,0.0,0.0,0.0,1.0,36.0,0.0,2.0
Senegal,36.0,0.0,0.0,0.0,2.0,34.0,0.0,2.0
Dominican Republic,34.0,0.0,2.0,0.0,0.0,32.0,0.0,3.0
Burkina Faso,33.0,6.0,1.0,0.0,0.0,32.0,0.0,2.0
Guadeloupe,33.0,0.0,0.0,0.0,0.0,33.0,0.0,82.0
New Zealand,28.0,8.0,0.0,0.0,0.0,28.0,0.0,6.0
Liechtenstein,28.0,0.0,0.0,0.0,0.0,28.0,0.0,734.0
Martinique,23.0,0.0,1.0,0.0,0.0,22.0,0.0,61.0
Uzbekistan,23.0,5.0,0.0,0.0,0.0,23.0,0.0,0.7
Afghanistan,22.0,0.0,0.0,0.0,1.0,21.0,0.0,0.6
Ukraine,21.0,5.0,3.0,1.0,0.0,18.0,0.0,0.5
Réunion,19.0,5.0,0.0,0.0,0.0,19.0,0.0,21.0
Bangladesh,18.0,4.0,1.0,0.0,3.0,14.0,0.0,0.1
Macao,17.0,0.0,0.0,0.0,10.0,7.0,0.0,26.0
Jamaica,15.0,0.0,1.0,0.0,2.0,12.0,0.0,5.0
Bolivia,15.0,3.0,0.0,0.0,0.0,15.0,0.0,1.0
French Guiana,15.0,0.0,0.0,0.0,0.0,15.0,0.0,50.0
DRC,14.0,7.0,0.0,0.0,0.0,14.0,0.0,0.2
Cameroon,13.0,0.0,0.0,0.0,0.0,13.0,0.0,0.5
Maldives,13.0,0.0,0.0,0.0,0.0,13.0,0.0,24.0
Nigeria,12.0,4.0,0.0,0.0,1.0,11.0,0.0,0.06
Guam,12.0,4.0,0.0,0.0,0.0,12.0,0.0,71.0
Honduras,12.0,3.0,0.0,0.0,0.0,12.0,0.0,1.0
Cuba,11.0,1.0,1.0,0.0,0.0,10.0,0.0,1.0
Channel Islands,11.0,4.0,0.0,0.0,0.0,11.0,0.0,63.0
Ghana,11.0,4.0,0.0,0.0,0.0,11.0,0.0,0.4
Paraguay,11.0,0.0,0.0,0.0,0.0,11.0,1.0,2.0
Rwanda,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.8
Monaco,10.0,1.0,0.0,0.0,0.0,10.0,0.0,255.0
Gibraltar,10.0,2.0,0.0,0.0,2.0,8.0,0.0,297.0
Montenegro,10.0,2.0,0.0,0.0,0.0,10.0,0.0,16.0
Guatemala,9.0,1.0,1.0,0.0,0.0,8.0,0.0,0.5
Ivory Coast,9.0,0.0,0.0,0.0,1.0,8.0,0.0,0.3
Trinidad and Tobago,9.0,2.0,0.0,0.0,0.0,9.0,0.0,6.0
Ethiopia,7.0,1.0,0.0,0.0,0.0,7.0,0.0,0.06
Kenya,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.1
Mauritius,7.0,4.0,0.0,0.0,0.0,7.0,0.0,6.0
French Polynesia,6.0,1.0,0.0,0.0,0.0,6.0,0.0,21.0
Mongolia,6.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0
Puerto Rico,6.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0
Seychelles,6.0,0.0,0.0,0.0,0.0,6.0,0.0,61.0
Tanzania,6.0,3.0,0.0,0.0,0.0,6.0,0.0,0.1
Guyana,5.0,1.0,1.0,0.0,0.0,4.0,0.0,6.0
Aruba,5.0,1.0,0.0,0.0,1.0,4.0,0.0,47.0
Barbados,5.0,3.0,0.0,0.0,0.0,5.0,0.0,17.0
Equatorial Guinea,4.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0
Cayman Islands,3.0,2.0,1.0,0.0,0.0,2.0,0.0,46.0
Curaçao,3.0,0.0,1.0,1.0,0.0,2.0,0.0,18.0
Bahamas,3.0,2.0,0.0,0.0,0.0,3.0,0.0,8.0
Congo,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.5
Gabon,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
Kyrgyzstan,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5
Mayotte,3.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0
Namibia,3.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0
St. Barth,3.0,0.0,0.0,0.0,0.0,3.0,0.0,304.0
Saint Martin,3.0,0.0,0.0,0.0,0.0,3.0,0.0,78.0
U.S. Virgin Islands,3.0,1.0,0.0,0.0,0.0,3.0,0.0,29.0
Sudan,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.05
Benin,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2
Bermuda,2.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0
Greenland,2.0,0.0,0.0,0.0,0.0,2.0,0.0,35.0
Liberia,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4
Mauritania,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4
New Caledonia,2.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0
Saint Lucia,2.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0
Zambia,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1
Nepal,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03
Antigua and Barbuda,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0
Bhutan,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
CAR,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2
Chad,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06
Djibouti,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
El Salvador,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2
Fiji,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Gambia,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4
Guinea,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08
Vatican City,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1248.0
Montserrat,1.0,0.0,0.0,0.0,0.0,1.0,0.0,200.0
Nicaragua,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2
Niger,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.04
St. Vincent Grenadines,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0
Sint Maarten,1.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0
Somalia,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06
Suriname,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Eswatini,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9
Togo,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1
