Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop
Chile,434.0,92.0,0.0,0.0,6.0,428.0,7.0,23.0
Ecuador,426.0,166.0,7.0,4.0,3.0,416.0,2.0,24.0
Poland,425.0,70.0,5.0,0.0,13.0,407.0,3.0,11.0
Iceland,409.0,79.0,0.0,0.0,5.0,404.0,1.0,1199.0
Singapore,385.0,40.0,0.0,0.0,131.0,254.0,14.0,66.0
Indonesia,369.0,60.0,32.0,7.0,17.0,320.0,0.0,1.0
Saudi Arabia,344.0,70.0,0.0,0.0,8.0,336.0,0.0,10.0
Slovenia,341.0,22.0,1.0,0.0,0.0,340.0,9.0,164.0
Thailand,322.0,50.0,1.0,0.0,42.0,279.0,1.0,5.0
Romania,308.0,31.0,0.0,0.0,31.0,277.0,11.0,16.0
Bahrain,298.0,19.0,1.0,0.0,125.0,172.0,4.0,175.0
Egypt,285.0,29.0,8.0,1.0,42.0,235.0,0.0,3.0
Estonia,283.0,16.0,0.0,0.0,1.0,282.0,1.0,213.0
Peru,263.0,29.0,4.0,3.0,1.0,258.0,5.0,8.0
Hong Kong,256.0,48.0,4.0,0.0,98.0,154.0,4.0,34.0
Russia,253.0,54.0,1.0,0.0,12.0,240.0,0.0,2.0
India,249.0,55.0,5.0,1.0,23.0,221.0,0.0,0.2
Philippines,230.0,13.0,18.0,1.0,8.0,204.0,1.0,2.0
Iraq,208.0,16.0,17.0,4.0,49.0,142.0,0.0,5.0
South Africa,202.0,52.0,0.0,0.0,0.0,202.0,0.0,3.0
Panama,200.0,63.0,1.0,0.0,1.0,198.0,7.0,46.0
Lebanon,177.0,20.0,4.0,0.0,4.0,169.0,3.0,26.0
Mexico,164.0,46.0,1.0,0.0,4.0,159.0,1.0,1.0
Kuwait,159.0,11.0,0.0,0.0,22.0,137.0,5.0,37.0
Argentina,158.0,30.0,3.0,0.0,3.0,152.0,0.0,3.0
Colombia,145.0,37.0,0.0,0.0,1.0,144.0,0.0,3.0
San Marino,144.0,0.0,14.0,0.0,4.0,126.0,12.0,4244.0
UAE,140.0,0.0,2.0,2.0,31.0,107.0,2.0,14.0
Slovakia,137.0,13.0,0.0,0.0,0.0,137.0,2.0,25.0
Armenia,136.0,14.0,0.0,0.0,1.0,135.0,2.0,46.0
Taiwan,135.0,27.0,2.0,1.0,28.0,105.0,0.0,6.0
Serbia,135.0,32.0,1.0,1.0,2.0,132.0,4.0,15.0
Croatia,130.0,20.0,1.0,0.0,5.0,124.0,0.0,32.0
Bulgaria,127.0,20.0,3.0,0.0,1.0,123.0,0.0,18.0
Costa Rica,113.0,26.0,2.0,1.0,2.0,109.0,2.0,22.0
Latvia,111.0,25.0,0.0,0.0,1.0,110.0,0.0,59.0
Uruguay,110.0,31.0,0.0,0.0,0.0,110.0,0.0,32.0
Algeria,94.0,4.0,11.0,2.0,32.0,51.0,0.0,2.0
Vietnam,91.0,6.0,0.0,0.0,17.0,74.0,0.0,0.9
Bosnia and Herzegovina,89.0,25.0,0.0,0.0,2.0,87.0,1.0,27.0
Morocco,86.0,23.0,3.0,1.0,2.0,81.0,1.0,2.0
Hungary,85.0,12.0,4.0,3.0,7.0,74.0,6.0,9.0
Jordan,85.0,16.0,0.0,0.0,1.0,84.0,0.0,8.0
Faeroe Islands,80.0,8.0,0.0,0.0,3.0,77.0,0.0,1637.0
Brunei ,78.0,5.0,0.0,0.0,1.0,77.0,2.0,178.0
North Macedonia,76.0,26.0,0.0,0.0,1.0,75.0,1.0,36.0
Andorra,75.0,1.0,0.0,0.0,1.0,74.0,2.0,971.0
Cyprus,75.0,8.0,0.0,0.0,0.0,75.0,1.0,62.0
Sri Lanka,73.0,13.0,0.0,0.0,3.0,70.0,0.0,3.0
Dominican Republic,72.0,38.0,2.0,0.0,0.0,70.0,0.0,7.0
Albania,70.0,6.0,2.0,0.0,2.0,66.0,2.0,24.0
Belarus,69.0,18.0,0.0,0.0,15.0,54.0,0.0,7.0
Moldova,66.0,17.0,1.0,0.0,1.0,64.0,3.0,16.0
Venezuela,65.0,23.0,0.0,0.0,1.0,64.0,0.0,2.0
Malta,64.0,11.0,0.0,0.0,2.0,62.0,1.0,145.0
Lithuania,63.0,15.0,0.0,0.0,1.0,62.0,1.0,23.0
Tunisia,54.0,15.0,1.0,0.0,1.0,52.0,7.0,5.0
New Zealand,53.0,25.0,0.0,0.0,0.0,53.0,0.0,11.0
Kazakhstan,52.0,8.0,0.0,0.0,0.0,52.0,0.0,3.0
Cambodia,51.0,14.0,0.0,0.0,1.0,50.0,0.0,3.0
Oman,48.0,0.0,0.0,0.0,13.0,35.0,0.0,9.0
Palestine,48.0,1.0,0.0,0.0,17.0,31.0,0.0,9.0
Senegal,47.0,11.0,0.0,0.0,5.0,42.0,0.0,3.0
Guadeloupe,45.0,12.0,0.0,0.0,0.0,45.0,0.0,112.0
Azerbaijan,44.0,0.0,1.0,0.0,7.0,36.0,0.0,4.0
Georgia,44.0,4.0,0.0,0.0,1.0,43.0,1.0,11.0
Ukraine,41.0,15.0,3.0,0.0,1.0,37.0,0.0,0.9
Burkina Faso,40.0,7.0,1.0,0.0,4.0,35.0,0.0,2.0
Uzbekistan,33.0,10.0,0.0,0.0,0.0,33.0,0.0,1.0
Martinique,32.0,9.0,1.0,0.0,0.0,31.0,7.0,85.0
Liechtenstein,28.0,0.0,0.0,0.0,0.0,28.0,0.0,734.0
Réunion,28.0,0.0,0.0,0.0,0.0,28.0,0.0,31.0
Afghanistan,24.0,2.0,0.0,0.0,1.0,23.0,0.0,0.6
Honduras,24.0,12.0,0.0,0.0,0.0,24.0,0.0,2.0
Cuba,21.0,10.0,1.0,0.0,0.0,20.0,0.0,2.0
Bangladesh,20.0,2.0,1.0,0.0,3.0,16.0,1.0,0.1
Cameroon,20.0,7.0,0.0,0.0,2.0,18.0,0.0,0.8
Jamaica,19.0,4.0,1.0,0.0,2.0,16.0,0.0,6.0
DRC,18.0,4.0,0.0,0.0,0.0,18.0,0.0,0.2
Paraguay,18.0,5.0,0.0,0.0,0.0,18.0,1.0,3.0
Macao,17.0,0.0,0.0,0.0,10.0,7.0,0.0,26.0
Rwanda,17.0,6.0,0.0,0.0,0.0,17.0,0.0,1.0
Bolivia,16.0,1.0,0.0,0.0,0.0,16.0,0.0,1.0
Ghana,16.0,5.0,0.0,0.0,0.0,16.0,0.0,0.5
Guyana,15.0,10.0,1.0,0.0,0.0,14.0,0.0,19.0
French Guiana,15.0,0.0,0.0,0.0,0.0,15.0,0.0,50.0
Guam,14.0,2.0,0.0,0.0,0.0,14.0,0.0,83.0
Montenegro,14.0,1.0,0.0,0.0,0.0,14.0,0.0,22.0
Puerto Rico,14.0,8.0,0.0,0.0,0.0,14.0,0.0,5.0
Maldives,13.0,0.0,0.0,0.0,2.0,11.0,0.0,24.0
Guatemala,12.0,3.0,1.0,0.0,0.0,11.0,0.0,0.7
Nigeria,12.0,0.0,0.0,0.0,1.0,11.0,0.0,0.06
Channel Islands,12.0,1.0,0.0,0.0,0.0,12.0,0.0,69.0
Mauritius,12.0,5.0,0.0,0.0,0.0,12.0,0.0,9.0
Monaco,11.0,1.0,0.0,0.0,0.0,11.0,0.0,280.0
French Polynesia,11.0,5.0,0.0,0.0,0.0,11.0,0.0,39.0
Gibraltar,10.0,0.0,0.0,0.0,2.0,8.0,0.0,297.0
Ivory Coast,9.0,0.0,0.0,0.0,1.0,8.0,0.0,0.3
Ethiopia,9.0,2.0,0.0,0.0,0.0,9.0,0.0,0.08
Togo,9.0,8.0,0.0,0.0,0.0,9.0,0.0,1.0
Trinidad and Tobago,9.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0
Kenya,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.1
Seychelles,7.0,1.0,0.0,0.0,0.0,7.0,0.0,71.0
Barbados,6.0,1.0,0.0,0.0,0.0,6.0,0.0,21.0
Equatorial Guinea,6.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0
Kyrgyzstan,6.0,3.0,0.0,0.0,0.0,6.0,0.0,0.9
Mayotte,6.0,2.0,0.0,0.0,0.0,6.0,0.0,22.0
Mongolia,6.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0
Tanzania,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.1
Aruba,5.0,0.0,0.0,0.0,1.0,4.0,0.0,47.0
Gabon,4.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0
Bahamas,4.0,1.0,0.0,0.0,0.0,4.0,0.0,10.0
Saint Martin,4.0,1.0,0.0,0.0,0.0,4.0,0.0,103.0
Suriname,4.0,3.0,0.0,0.0,0.0,4.0,0.0,7.0
Cayman Islands,3.0,0.0,1.0,0.0,0.0,2.0,0.0,46.0
Curaçao,3.0,0.0,1.0,0.0,0.0,2.0,0.0,18.0
CAR,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.6
Congo,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5
Madagascar,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.1
Namibia,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
St. Barth,3.0,0.0,0.0,0.0,0.0,3.0,0.0,304.0
U.S. Virgin Islands,3.0,0.0,0.0,0.0,0.0,3.0,0.0,29.0
Sudan,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.05
Benin,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2
Bermuda,2.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0
Bhutan,2.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0
Greenland,2.0,0.0,0.0,0.0,0.0,2.0,0.0,35.0
Guinea,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2
Haiti,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.2
Isle of Man,2.0,1.0,0.0,0.0,0.0,2.0,0.0,24.0
Liberia,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4
Mauritania,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4
New Caledonia,2.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0
Nicaragua,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3
Saint Lucia,2.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0
Zambia,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1
Nepal,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03
Angola,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.03
Antigua and Barbuda,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0
Cabo Verde,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Chad,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06
Djibouti,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
El Salvador,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2
Fiji,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Gambia,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4
Vatican City,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1248.0
Montserrat,1.0,0.0,0.0,0.0,0.0,1.0,0.0,200.0
Niger,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04
Papua New Guinea,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1
St. Vincent Grenadines,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0
Sint Maarten,1.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0
Somalia,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06
Eswatini,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9
Zimbabwe,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.07
